eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
888.04,-20.466666666666665,530,0.00040842607,0.0,1.7398254,-0.00059039897,0.025038343,0.49508506059646606,47,6016,140.4490525079891,72192
886.7368421052631,-20.473684210526315,521,0.00084396574,0.0398763,1.744797,-0.0011720263,0.041796144,0.5151684284210205,48,6144,143.3975956699578,73728
884.5443037974684,-20.481012658227847,516,0.000669464,0.0126953125,1.7384526,-0.00075818,0.03756619,0.7083374857902527,49,6272,146.37187012995128,75264
886.0853658536586,-20.475609756097562,513,0.0023640357,0.19124348,1.7359674,-0.005114857,0.028620817,0.7299116849899292,50,6400,149.36431212397292,76800
884.6428571428571,-20.476190476190474,519,0.0010209627,0.025716145,1.729358,-0.0007423959,0.036876086,0.6353344917297363,51,6528,152.3218208840117,78336
884.6428571428571,-20.476190476190474,515,0.00056765496,0.025065105,1.7226255,-0.00064881745,0.04200007,0.5621220171451569,52,6656,155.30432948900852,79872
883.6091954022988,-20.482758620689655,520,0.0012378623,0.052571613,1.7271253,-0.0020742707,0.025192419,0.7397854328155518,53,6784,158.25515298498794,81408
882.7386363636364,-20.488636363636363,510,0.0009668645,0.060709633,1.7407978,-0.0019214553,0.034648865,0.6280419826507568,54,6912,161.26481890294235,82944
882.7386363636364,-20.488636363636363,523,0.0007306496,0.029134111,1.7372707,-0.0009159673,0.03062388,0.6392071843147278,55,7040,164.19757212593686,84480
881.0769230769231,-20.505494505494507,515,0.00048194913,0.0052083335,1.7359455,-0.00089175394,0.036979046,0.6729556620121002,56,7168,167.17639176594093,86016
880.2903225806451,-20.50537634408602,518,0.0006554857,0.0014648438,1.7198577,-0.00033961987,0.03149593,0.8010628968477249,57,7296,170.1396815739572,87552
882.9479166666666,-20.489583333333332,516,0.0006141598,0.03580729,1.7141255,-0.00074914505,0.035898253,0.6884429752826691,58,7424,173.11307692201808,89088
881.530612244898,-20.489795918367346,518,0.00062099635,0.01578776,1.7111886,-0.0012255993,0.036931414,0.6434800326824188,59,7552,176.0756156729767,90624
882.1414141414141,-20.494949494949495,508,0.0010702924,0.040852863,1.7120506,-0.0014477262,0.039093833,0.5912835001945496,60,7680,179.09415764803998,92160
881.73,-20.5,522,0.0011957921,0.045410156,1.7107493,-0.0022079279,0.03381085,0.5810950398445129,61,7808,182.03515337093268,93696
881.65,-20.5,518,0.00079685566,0.034016926,1.7178676,-0.0012078726,0.031515647,0.5548277199268341,62,7936,184.99588751699775,95232
882.36,-20.5,507,0.0014498929,0.07763672,1.7053351,-0.0026809482,0.029356921,0.7656115889549255,63,8064,188.02193269203417,96768
882.52,-20.48,517,0.0005107821,0.006184896,1.7093135,-0.0003384928,0.045933556,0.6231721043586731,64,8192,190.99127033399418,98304
882.23,-20.48,521,0.0009476461,0.05078125,1.6945689,-0.0016265322,0.03459523,0.624359518289566,65,8320,193.93949367303867,99840
880.83,-20.49,515,0.00084194227,0.0024414062,1.68706,-0.0008551474,0.022833776,0.7683817446231842,66,8448,196.92087027302478,101376
875.55,-20.53,498,0.0008027393,0.001953125,1.6686851,-0.00022413375,0.024021013,0.7659441232681274,67,8576,200.00003228103742,102912
876.1,-20.52,522,0.0017919178,0.083984375,1.6839389,-0.0013667515,0.023299802,0.7248217761516571,68,8704,202.94208392093424,104448
876.54,-20.52,501,0.00093215716,0.040852863,1.686932,-0.0006539618,0.0289149,0.7469969093799591,69,8832,206.0083718119422,105984
878.09,-20.51,510,0.00022818186,0.0011393229,1.7029876,-0.00022614992,0.0293026,0.8376013338565826,70,8960,209.01663719199132,107520
878.11,-20.5,508,0.0010120254,0.028971355,1.727867,-0.0012034778,0.03660863,0.7927995771169662,71,9088,212.04058254300617,109056
878.24,-20.51,520,0.0008094919,0.030110678,1.7183385,-0.0023797294,0.035532508,0.6847462356090546,72,9216,214.99115857994184,110592
876.17,-20.51,522,0.0019131824,0.07910156,1.7064931,-0.002204038,0.044026617,0.6145465672016144,73,9344,217.93240830802824,112128
875.84,-20.5,518,0.001377681,0.0867513,1.7019823,-0.0023982318,0.030618982,0.744858592748642,74,9472,220.89607191097457,113664
875.84,-20.5,518,0.0011821575,0.07763672,1.6943643,-0.001521801,0.026119452,0.6265621781349182,75,9600,223.86125466204248,115200
878.16,-20.48,510,0.0016459379,0.09147135,1.6955523,-0.002067299,0.035262294,0.7515600025653839,76,9728,226.87286898994353,116736
878.05,-20.49,516,0.00052930653,0.018229168,1.691938,-0.0005901308,0.048451297,0.5723706781864166,77,9856,229.8460608079331,118272
875.24,-20.5,520,0.00050077133,0.0052083335,1.68284,-0.0009174278,0.029337028,0.726747453212738,78,9984,232.79475770599674,119808
879.99,-20.5,500,0.002146088,0.21305338,1.6704956,-0.002883885,0.02798491,0.8508576452732086,79,10112,235.8614625419723,121344
878.07,-20.53,516,0.0018244801,0.057291668,1.6785018,-0.0014133854,0.040693674,0.6381847858428955,80,10240,238.83488030103035,122880
878.07,-20.53,522,0.00060566375,0.0107421875,1.6696022,-0.00074329594,0.024956226,0.6437757909297943,81,10368,241.77660064096563,124416
878.65,-20.53,515,0.00049205223,0.001953125,1.679945,-0.0006939383,0.022213558,0.8364024460315704,82,10496,244.75436790694948,125952
878.01,-20.53,515,0.00047725128,0.005859375,1.6582347,-0.00023702969,0.025138846,0.7001887261867523,83,10624,247.73294764198363,127488
877.28,-20.53,509,0.0012064889,0.032552082,1.6493392,-0.0011101476,0.027145619,0.7708659917116165,84,10752,250.748822945985,129024
874.88,-20.52,521,0.00053450593,0.009440104,1.6495663,-0.00022793452,0.026999954,0.7556581050157547,85,10880,253.69440774002578,130560
872.12,-20.52,509,0.00029251547,0.0026041665,1.6569527,-0.00035581744,0.027674863,0.7538403272628784,86,11008,256.708344158018,132096
873.81,-20.53,506,0.0006381367,0.03352865,1.6613917,-0.00038825008,0.037585832,0.6481210887432098,87,11136,259.74204711592756,133632
873.81,-20.53,517,0.00077885675,0.017903646,1.6533047,-0.0018695357,0.03893735,0.30509448051452637,88,11264,262.7095758729847,135168
873.23,-20.54,522,0.00052599673,0.001953125,1.6559948,-0.00057367876,0.033428468,0.6726163625717163,89,11392,265.647930016974,136704
875.52,-20.54,516,0.00091171684,0.04638672,1.6490749,-0.0008403538,0.029602466,0.7221156656742096,90,11520,268.624984871014,138240
878.99,-20.53,520,0.0014559862,0.068847656,1.6450853,-0.0016982247,0.021176113,0.7342808842658997,91,11648,271.57876488298643,139776
881.18,-20.54,511,0.0008182938,0.018880209,1.6618694,-0.0011649784,0.034796473,0.7229801714420319,92,11776,274.58098266797606,141312
879.51,-20.55,515,0.00097085716,0.04410807,1.6593697,-0.0023741357,0.023502246,0.769302561879158,93,11904,277.55976329604164,142848
880.16,-20.56,517,0.0013225925,0.0460612,1.6750162,-0.0017983392,0.026761075,0.7520081400871277,94,12032,280.52805189799983,144384
880.16,-20.56,522,0.0015470936,0.102376305,1.6956819,-0.0030841976,0.024039654,0.7641539722681046,95,12160,283.4659150239313,145920
876.95,-20.59,521,0.0010464939,0.044433597,1.6877952,-0.0017692349,0.015823448,0.7323543429374695,96,12288,286.4130054509733,147456
878.38,-20.58,513,0.0014702864,0.07307943,1.709785,-0.002240575,0.014649374,0.8385279178619385,97,12416,289.4042149289744,148992
878.13,-20.58,519,0.00091615866,0.026204426,1.7177194,-0.0018845185,0.017840598,0.7951536923646927,98,12544,292.3617837569909,150528
876.04,-20.6,507,0.00067184283,0.023925781,1.7297598,-0.00081995287,0.030891947,0.7774618417024612,99,12672,295.38932945299894,152064
876.41,-20.6,519,0.0017286104,0.12190755,1.7342327,-0.001974728,0.036835566,0.667574554681778,100,12800,298.3471598769538,153600
874.16,-20.61,510,0.000876172,0.01513672,1.7391758,-0.0012414124,0.033010304,0.6816913485527039,101,12928,301.35370511293877,155136
874.11,-20.61,519,0.0011052412,0.049479168,1.733439,-0.0010408377,0.031445347,0.5198433101177216,102,13056,304.31069488695357,156672
874.12,-20.6,523,0.001153456,0.04394531,1.7291703,-0.002184871,0.02890173,0.629674106836319,103,13184,307.2431135439547,158208
874.63,-20.61,519,0.0011086145,0.041503906,1.7218432,-0.0019651705,0.03535182,0.5842305123806,104,13312,310.2024478620151,159744
877.62,-20.61,514,0.0005613609,0.018229168,1.7118766,-0.0008399614,0.049130082,0.6922418475151062,105,13440,313.1909636190394,161280
879.73,-20.62,516,0.0015667817,0.06640625,1.7215879,-0.0018338555,0.03075652,0.8027689903974533,106,13568,316.1676685049897,162816
879.55,-20.64,505,0.0008067262,0.0328776,1.7404878,-0.0014099743,0.051604822,0.5925078094005585,107,13696,319.2051660679281,164352
880.98,-20.63,525,0.00081617077,0.008951823,1.7419767,-0.00075356674,0.029501315,0.6086093485355377,108,13824,322.12799292698037,165888
881.82,-20.63,515,0.0010162822,0.025553387,1.7369292,-0.0013424848,0.030892514,0.5915469527244568,109,13952,325.1056075959932,167424
883.15,-20.63,517,0.0021234532,0.12320963,1.7216045,-0.0033204802,0.03264118,0.5817143321037292,110,14080,328.0732498089783,168960
883.15,-20.63,516,0.0010088471,0.032552086,1.7278255,-0.0013474331,0.056005463,0.4000282287597656,111,14208,331.047410269035,170496
884.35,-20.62,523,0.00085144304,0.04345703,1.7323952,-0.0009650789,0.05300681,0.6528838574886322,112,14336,333.9847248699516,172032
887.81,-20.6,507,0.00042315637,0.016113281,1.7410715,-0.00071270746,0.054621726,0.5575875043869019,113,14464,337.01368287496734,173568
892.49,-20.57,513,0.0006863132,0.022949219,1.735584,-0.0010066665,0.03969827,0.7061031460762024,114,14592,340.00416633998975,175104
893.94,-20.54,512,0.00045298447,0.013509114,1.7279122,-0.0012650319,0.023860522,0.7382723093032837,115,14720,342.9989348209929,176640
893.94,-20.54,524,0.0004052746,0.00048828125,1.7265973,-0.00092921115,0.03341981,0.6830964684486389,116,14848,345.9283673709724,178176
892.42,-20.55,514,0.00072472985,0.0034179688,1.710191,-0.00034882297,0.03258243,0.6828769743442535,117,14976,348.9144111230271,179712
892.42,-20.55,513,0.0013845382,0.04134115,1.7067356,-0.001977375,0.029010449,0.7198293805122375,118,15104,351.9081953020068,181248
897.35,-20.52,510,0.0012881642,0.041178387,1.7206604,-0.0018992331,0.043709256,0.563968688249588,119,15232,354.91554919898044,182784
897.35,-20.52,530,0.0003567617,0.0,1.7114787,-0.0006832149,0.03213597,0.6095114052295685,120,15360,357.81303756998386,184320
899.84,-20.51,516,0.0007621099,0.0164388,1.7193702,-0.001625518,0.04614979,0.6463213562965393,121,15488,360.7862420009915,185856
901.58,-20.49,514,0.00077171135,0.014322918,1.6901766,-0.00076087663,0.029110081,0.5904092490673065,122,15616,363.7735522460425,187392
903.67,-20.49,515,0.0012016926,0.017578123,1.6644664,-0.0013742938,0.035912003,0.5549843013286591,123,15744,366.75189823599067,188928
903.54,-20.49,521,0.001538967,0.07763671,1.6496631,-0.0011441116,0.032994255,0.5749630331993103,124,15872,369.70045294298325,190464
903.54,-20.49,517,0.0014037708,0.050130207,1.6751802,-0.0010918558,0.03623306,0.6130364835262299,125,16000,372.6669396610232,192000
903.98,-20.49,514,0.0011505707,0.04915365,1.6775337,-0.0012216042,0.026226275,0.681531548500061,126,16128,375.6507905869512,193536
906.63,-20.47,524,0.0006971043,0.033365887,1.6590922,-0.0010056506,0.03470647,0.6633638441562653,127,16256,378.5772633709712,195072
908.01,-20.48,517,0.0006544189,0.030273438,1.6603653,-0.0005226817,0.028094735,0.7532964795827866,128,16384,381.54843488393817,196608
910.53,-20.48,510,0.00094328984,0.01578776,1.645195,-0.00059568067,0.03607019,0.754772812128067,129,16512,384.5590615379624,198144
912.99,-20.47,516,0.0019255911,0.12613933,1.6217809,-0.0023387857,0.034104083,0.6344829201698303,130,16640,387.53249373601284,199680
914.27,-20.45,517,0.0013649188,0.055013023,1.612393,-0.00031298643,0.02406311,0.7801403850317001,131,16768,390.500873627956,201216
914.27,-20.45,519,0.0009176508,0.00390625,1.5971638,-0.0005956151,0.02095739,0.7225055396556854,132,16896,393.45696478697937,202752
914.92,-20.45,514,0.0022570426,0.09342447,1.5697505,-0.0021932092,0.029474251,0.7899415194988251,133,17024,396.44435717596207,204288
913.79,-20.47,511,0.001165577,0.04378255,1.5912098,-0.0010295307,0.036167495,0.7105763852596283,134,17152,399.445378512959,205824
913.56,-20.47,518,0.00062426215,0.013509114,1.5892695,-0.00045546948,0.033031654,0.7030753791332245,135,17280,402.40571078902576,207360
913.11,-20.49,518,0.0016407374,0.06201172,1.6212808,-0.0020696935,0.018968368,0.8460477441549301,136,17408,405.37085454398766,208896
914.24,-20.49,513,0.0006887395,0.019531248,1.6354133,-0.00066952646,0.023395445,0.7792088836431503,137,17536,408.361397346016,210432
910.73,-20.5,522,0.0013627082,0.07714844,1.6219339,-0.0026850917,0.037305705,0.6435811817646027,138,17664,411.3038918749662,211968
911.02,-20.5,518,0.0007842091,0.016601562,1.6247433,-0.0008181886,0.03545908,0.6047810018062592,139,17792,414.26737676700577,213504
910.07,-20.5,520,0.0013261932,0.04182943,1.6490533,-0.0010619466,0.033819415,0.6594342887401581,140,17920,417.2160953700077,215040
911.1,-20.5,524,0.0003694734,0.001627604,1.6482476,-0.00054408394,0.031312414,0.6996370851993561,141,18048,420.1450849160319,216576
913.1,-20.49,511,0.0006147216,0.007161458,1.66082,-1.7185055e-05,0.021792617,0.8143462240695953,142,18176,423.1468872210244,218112
913.99,-20.49,519,0.000533362,0.007161459,1.6688187,-0.00059300684,0.020363517,0.715156227350235,143,18304,426.1023954630364,219648
913.99,-20.49,513,0.0013675247,0.109049484,1.6737634,-0.0021099383,0.033310138,0.7934784144163132,144,18432,429.09201619401574,221184
920.05,-20.45,513,0.0006545186,0.005371094,1.6766093,-0.00023124585,0.032515876,0.8509842306375504,145,18560,432.0846183509566,222720
920.17,-20.46,516,0.00068789546,0.0043945312,1.6609608,-0.0014174418,0.02064862,0.7834746390581131,146,18688,435.05770366394427,224256
917.24,-20.46,521,0.0017061882,0.09391276,1.6633177,-0.0019383873,0.038461883,0.7490654587745667,147,18816,438.0063329139957,225792
917.24,-20.46,506,0.00013483148,0.0,1.6671753,-0.00013541343,0.041778233,0.5127359330654144,148,18944,441.0393201659899,227328
914.96,-20.45,513,0.00066644483,0.015462239,1.682752,-0.0012996461,0.022858698,0.8246711641550064,149,19072,444.029393526027,228864
916.94,-20.42,517,0.0010336847,0.022786459,1.7014431,-0.0013003461,0.039073575,0.7729903310537338,150,19200,446.99656839400996,230400
916.94,-20.42,522,0.00086044375,0.029622395,1.689547,-0.0018763809,0.0204559,0.7284626960754395,151,19328,449.9390605239896,231936
916.71,-20.43,508,0.0006769822,0.025878906,1.6853034,-0.0013193964,0.030583272,0.8295303583145142,152,19456,452.95867131394334,233472
915.67,-20.4,514,0.0011321068,0.034016926,1.6992328,-0.0015613411,0.04716024,0.6046900153160095,153,19584,455.9455183580285,235008
915.67,-20.4,518,0.0014690479,0.0867513,1.6926159,-0.0026273918,0.035804342,0.5550192892551422,154,19712,458.90976075304206,236544
917.26,-20.39,514,0.0009375941,0.009928386,1.71278,-0.0012438768,0.017573072,0.841889038681984,155,19840,461.8982814339688,238080
918.46,-20.39,515,0.0007259919,0.012858072,1.7124225,-0.0008251279,0.033962995,0.5645945072174072,156,19968,464.88066145102493,239616
919.21,-20.39,521,0.0005508544,0.0050455728,1.7208474,-0.00086794316,0.030428583,0.7023163735866547,157,20096,467.82793625898194,241152
921.26,-20.4,514,0.0015426697,0.069010414,1.71464,-0.0024215938,0.027203893,0.7674199193716049,158,20224,470.8125380659476,242688
921.76,-20.39,520,0.0003445525,0.0,1.7173294,6.965791e-05,0.04272951,0.5415946543216705,159,20352,473.76566155801993,244224
926.22,-20.37,520,0.00043087077,0.0016276041,1.7278904,-0.00091599213,0.020828383,0.8011254072189331,160,20480,476.71791511797346,245760
928.27,-20.37,522,0.0014981539,0.048828125,1.7393478,-0.0025050805,0.02279468,0.7755425870418549,161,20608,479.658124411013,247296
929.32,-20.38,520,0.0013426946,0.068359375,1.7311764,-0.0019508521,0.022529723,0.7128743231296539,162,20736,482.61008481902536,248832
929.32,-20.38,522,0.000490527,0.00797526,1.7390132,-0.00079510297,0.037818573,0.49965429306030273,163,20864,485.5511637679301,250368
929.49,-20.38,519,0.00055303343,0.0017903646,1.7274182,-0.00051599985,0.0214145,0.8094930499792099,164,20992,488.5089096049778,251904
929.24,-20.38,519,0.001275496,0.060709637,1.7213726,-0.0011326199,0.015952725,0.8529981672763824,165,21120,491.4659915169468,253440
927.47,-20.38,520,0.0019160333,0.09358724,1.7338946,-0.0016030794,0.039306536,0.6335514187812805,166,21248,494.41573393996805,254976
926.48,-20.37,525,0.00043497677,0.0,1.7331417,-0.00036990404,0.025997996,0.7064521908760071,167,21376,497.3364813029766,256512
926.24,-20.36,518,0.0010445312,0.028971355,1.7265117,-0.00089481275,0.033526484,0.6918045878410339,168,21504,500.3016446350375,258048
926.04,-20.37,525,0.001736205,0.10546875,1.7247616,-0.002243709,0.033595134,0.5908615291118622,169,21632,503.2275291979313,259584
925.07,-20.38,526,0.0014048392,0.04443359,1.7272141,-0.0032361553,0.039089125,0.5667194426059723,170,21760,506.1426476240158,261120
926.53,-20.37,520,0.0014370866,0.061360676,1.7270777,-0.0024618742,0.037356254,0.6663109064102173,171,21888,509.09513735503424,262656
926.97,-20.38,520,0.0010268621,0.03580729,1.7375365,-0.0010746917,0.027914198,0.8299833387136459,172,22016,512.0481965079671,264192
926.52,-20.39,519,0.0013495671,0.080566406,1.7282969,-0.0036569184,0.024079438,0.7697054892778397,173,22144,515.0072051769821,265728
923.1,-20.42,516,0.00054836826,0.0013020834,1.7275603,-0.0013562432,0.020281505,0.8404925763607025,174,22272,517.9809491100023,267264
923.1,-20.42,510,0.0010327179,0.01953125,1.7193999,-0.0005126024,0.024567662,0.6807807385921478,175,22400,520.9874178719474,268800
923.42,-20.43,515,0.0005237787,0.0006510417,1.7081822,-0.0007978086,0.029318362,0.6552992463111877,176,22528,523.9658988609444,270336
923.8,-20.43,510,0.0012876536,0.048665367,1.7038119,-0.00073092314,0.029678201,0.5921730399131775,177,22656,526.9752518900204,271872
923.8,-20.43,519,0.0011380564,0.052734375,1.7182174,-0.0014264422,0.041080065,0.6590951383113861,178,22784,529.9321933499305,273408
918.7,-20.45,512,0.0020678036,0.060384117,1.7200292,-0.00290446,0.021880813,0.8482294976711273,179,22912,532.9278522320092,274944
920.57,-20.44,498,0.0005623687,0.0065104165,1.7221195,-0.0012937246,0.02060426,0.866872027516365,180,23040,536.0100937410025,276480
920.34,-20.45,506,0.0016269285,0.11311849,1.7116514,-0.0028435686,0.029956024,0.7032151222229004,181,23168,539.0423610169673,278016
920.03,-20.45,516,0.00037600158,0.0016276042,1.708098,-7.578712e-05,0.025720255,0.8164573609828949,182,23296,542.0151817050064,279552
919.4,-20.45,522,0.00035523134,0.0037434895,1.7049086,-0.0011047913,0.036556702,0.5728309452533722,183,23424,544.9532227750169,281088
919.41,-20.46,523,0.0016707378,0.096842445,1.7152901,-0.0024983217,0.028054347,0.7335824966430664,184,23552,547.8896158559946,282624
918.46,-20.47,521,0.0022805138,0.17382812,1.7208148,-0.003468009,0.027093675,0.7712398767471313,185,23680,550.83808864397,284160
914.93,-20.49,513,0.001313519,0.053222653,1.7193197,-0.0016717884,0.032224946,0.6728548109531403,186,23808,553.8277544759912,285696
917.53,-20.48,518,0.00080677937,0.012207031,1.7233636,-0.0011219752,0.03300539,0.7054519951343536,187,23936,556.7908429759555,287232
917.68,-20.48,512,0.0003521131,0.0016276041,1.7271066,-0.0010953138,0.033511095,0.7046282291412354,188,24064,559.7884274700191,288768
917.68,-20.48,516,0.0013223612,0.114583336,1.7273992,-0.0031096453,0.023363834,0.5817976295948029,189,24192,562.7617893309798,290304
917.28,-20.49,499,0.0006732772,0.0037434895,1.7367921,-0.0008224626,0.037832063,0.7325971722602844,190,24320,565.8395296339877,291840
916.44,-20.51,515,0.0010280639,0.022460938,1.7206645,-0.0017220029,0.028692996,0.6367786824703217,191,24448,568.8212266459595,293376
917.31,-20.51,520,0.0014979314,0.06412761,1.7020277,-0.0014216386,0.03608138,0.7099930942058563,192,24576,571.7714710829314,294912
917.78,-20.5,519,0.0010085541,0.02766927,1.6982478,-0.0014799807,0.031229839,0.6448541581630707,193,24704,574.728733020951,296448
921.02,-20.48,517,0.0008383978,0.0030924478,1.6831092,-0.0013003151,0.0152692245,0.8387758433818817,194,24832,577.6953313009581,297984
924.42,-20.48,512,0.0007016014,0.006184896,1.693132,-0.00036552188,0.01885091,0.825310468673706,195,24960,580.6945633969735,299520
924.73,-20.48,516,0.0012583294,0.067220055,1.7076305,-0.001711002,0.044781446,0.6861048936843872,196,25088,583.6677151119802,301056
