# {"t_start": 1579667593.8300915, "env_id": "PongNoFrameskip-v4"} 
r,l,t
20.0,3112,7547.343048
18.0,2761,7614.429299
19.0,2391,7674.26373
17.0,3237,7753.810588
20.0,2800,7823.12237
20.0,3116,7898.589337
20.0,3147,7973.07626
19.0,2450,8030.731802
18.0,3104,8104.828284
17.0,3587,8190.779363
15.0,3149,8269.787936
18.0,3450,8355.746629
15.0,3078,8431.904551
19.0,2780,8499.431166
18.0,3293,8580.502993
20.0,2405,8636.49769
20.0,2817,8701.655859
20.0,3237,8781.780493
20.0,2511,8844.754932
20.0,2577,8908.239976
12.0,3630,8997.06427
21.0,3014,9072.708583
19.0,3143,9149.504663
19.0,3202,9229.167251
19.0,3488,9316.99488
20.0,2957,9389.94434
21.0,2578,9454.108878
21.0,2953,9527.178763
21.0,2576,9590.403881
21.0,2572,9653.814939
19.0,3192,9732.818464
19.0,2600,9796.453359
20.0,2640,9862.844699
21.0,2577,9926.247215
21.0,2574,9989.554753
21.0,2532,10052.48597
18.0,3307,10134.819679
20.0,2572,10198.04882
17.0,2425,10258.170304
14.0,3391,10341.244159
21.0,2581,10400.510448
19.0,2609,10461.841912
21.0,2572,10520.90177
17.0,3201,10594.5013
20.0,2736,10656.640594
21.0,3016,10727.192143
19.0,2884,10792.207556
20.0,3021,10863.003178
17.0,3177,10934.298786
19.0,2472,10989.877106
20.0,2567,11048.39746
18.0,2923,11116.150455
19.0,2397,11169.823621
19.0,2472,11228.391656
21.0,2173,11278.334923
17.0,3253,11352.41038
21.0,2573,11411.554677
17.0,3367,11488.106593
19.0,2927,11556.056373
15.0,3596,11638.897048
21.0,3057,11709.622537
20.0,3142,11782.861881
16.0,3336,11859.675118
20.0,2328,11912.897888
21.0,2285,11965.769254
17.0,3185,12039.341618
21.0,3015,12107.863129
20.0,2617,12169.463671
21.0,3011,12237.836739
21.0,2288,12290.818489
21.0,2579,12350.143768
21.0,2955,12418.091439
21.0,3015,12488.639338
21.0,2290,12541.575625
20.0,2689,12603.394387
20.0,2548,12660.248953
21.0,3011,12730.563064
21.0,2997,12798.826441
20.0,2325,12854.157157
21.0,2350,12907.623226
21.0,3104,12978.704648
21.0,3060,13049.385798
21.0,2958,13117.389984
18.0,3021,13187.90817
20.0,2633,13247.335979
21.0,2579,13306.340783
21.0,2580,13365.893035
21.0,3013,13436.373749
21.0,2965,13504.522007
21.0,3096,13575.623055
21.0,2578,13634.994862
21.0,3055,13705.821284
20.0,2321,13759.315277
21.0,2958,13829.347686
20.0,2282,13880.306934
20.0,2382,13936.10785
20.0,2463,13992.269855
21.0,2579,14051.801428
20.0,2555,14110.687868
19.0,2381,14166.487388
18.0,2594,14225.979216
20.0,2767,14290.667197
21.0,2348,14344.04578
21.0,2579,14403.001461
21.0,3056,14473.593031
21.0,3056,14544.374189
19.0,2687,14606.537601
21.0,2996,14674.634772
21.0,3014,14745.087014
21.0,3011,14813.345582
19.0,2659,14874.940843
21.0,3011,14945.657088
20.0,3158,15017.033233
21.0,2579,15076.142545
18.0,2542,15135.196219
21.0,3013,15205.764823
21.0,2468,15262.23356
13.0,3455,15342.104716
21.0,2575,15401.193273
21.0,2293,15454.657897
21.0,3009,15522.995523
21.0,3015,15593.566766
18.0,3270,15668.310228
19.0,2756,15729.990531
20.0,2284,15776.890496
21.0,3013,15837.573325
21.0,2288,15884.560792
21.0,3056,15946.926526
16.0,3618,16020.5059
21.0,2919,16080.435273
20.0,2687,16135.052434
21.0,3057,16197.798057
21.0,3056,16260.342264
20.0,2284,16307.100829
19.0,2498,16357.230355
21.0,3010,16419.499091
15.0,2823,16477.26031
21.0,3060,16539.891965
21.0,2289,16585.005327
21.0,3060,16647.812462
21.0,3053,16710.385763
21.0,2576,16762.750639
19.0,3268,16830.28423
19.0,2458,16879.932305
21.0,3059,16942.622503
21.0,3059,17005.115078
20.0,2656,17058.023803
18.0,2809,17115.274918
18.0,2355,17164.429381
15.0,3020,17225.174016
20.0,1868,17264.194246
18.0,2609,17316.82192
17.0,2109,17360.914961
19.0,1881,17397.959257
19.0,1987,17439.432387
21.0,1667,17473.41572
18.0,2312,17520.628558
21.0,1697,17554.757304
21.0,1789,17591.435762
20.0,1785,17628.090215
18.0,1942,17667.610746
17.0,2054,17709.438005
18.0,2170,17753.834418
20.0,1746,17790.005374
21.0,1782,17826.800225
20.0,1747,17861.336879
20.0,1834,17900.044463
20.0,1664,17934.216122
21.0,1671,17968.204234
18.0,1880,18005.45349
21.0,1668,18039.411516
20.0,1747,18075.692581
21.0,1694,18109.906343
21.0,1673,18143.823258
21.0,1918,18182.933025
20.0,1746,18219.194985
21.0,1667,18253.436561
21.0,1789,18290.135772
20.0,1724,18324.363464
20.0,1726,18360.553927
21.0,1696,18394.581827
21.0,1691,18428.847275
12.0,2399,18478.384365
21.0,1667,18512.344519
21.0,1668,18546.263931
21.0,1690,18580.398286
21.0,1697,18614.458252
21.0,1690,18650.502161
21.0,1752,18684.795911
20.0,1748,18721.329475
21.0,1695,18755.494075
20.0,1745,18791.875638
18.0,1892,18830.808665
16.0,1947,18870.036466
17.0,2014,18909.737784
21.0,1668,18945.484772
21.0,1654,18977.520742
13.0,2235,19024.32734
21.0,1667,19058.221214
21.0,1668,19092.073026
21.0,1849,19128.892189
21.0,1674,19162.914719
21.0,1652,19196.655892
21.0,1670,19230.467671
21.0,1654,19264.340721
21.0,1654,19298.242345
21.0,1650,19332.504038
20.0,1724,19366.824907
21.0,1648,19400.720435
21.0,1671,19434.642781
18.0,1908,19473.749119
21.0,1668,19507.755755
21.0,1675,19541.865072
18.0,2023,19583.654567
19.0,1741,19619.902965
21.0,1667,19653.93861
21.0,1650,19687.992167
21.0,1648,19720.068179
21.0,1675,19754.200559
20.0,1724,19790.519586
21.0,1649,19824.298008
21.0,1654,19858.155855
21.0,1654,19892.110953
21.0,1648,19924.205089
21.0,1650,19958.228293
21.0,1669,19992.149669
21.0,1669,20026.12547
21.0,1668,20060.101222
21.0,1675,20094.094276
21.0,1650,20128.047095
21.0,1670,20162.026757
21.0,1675,20196.010181
20.0,1723,20232.319328
18.0,1969,20271.814774
21.0,1649,20305.647788
21.0,1650,20339.564651
21.0,1693,20373.847174
19.0,1737,20410.217982
20.0,1706,20444.348475
21.0,1669,20478.262154
21.0,1651,20512.11873
21.0,1673,20545.898298
19.0,1820,20582.642552
21.0,1669,20616.721186
19.0,1790,20653.218023
19.0,1818,20689.996863
20.0,1720,20726.162929
18.0,1948,20765.585943
21.0,1654,20799.526533
16.0,2260,20846.340982
21.0,1669,20880.41559
21.0,1668,20914.318701
21.0,1670,20948.406582
21.0,1651,20982.26085
20.0,1706,21016.536717
17.0,2013,21058.073039
21.0,1652,21090.234436
21.0,1649,21124.433217
21.0,1651,21158.326225
21.0,1654,21192.181682
21.0,1674,21226.306432
21.0,1651,21260.453775
21.0,1669,21294.43994
21.0,1746,21330.724771
21.0,1655,21364.679625
21.0,1652,21398.67756
21.0,1673,21432.976819
21.0,1672,21466.815373
21.0,1653,21500.741701
21.0,1650,21532.853095
21.0,1668,21566.73324
21.0,1654,21600.661742
21.0,1650,21634.592657
21.0,1648,21668.373336
21.0,1670,21702.354381
21.0,1671,21736.523342
21.0,1651,21770.427501
21.0,1648,21804.377317
21.0,1671,21838.411926
21.0,1675,21872.271053
21.0,1649,21906.201101
21.0,1650,21940.170376
21.0,1673,21974.28839
21.0,1648,22008.536968
20.0,1722,22043.095585
17.0,2071,22085.137084
20.0,1725,22121.434467
21.0,1652,22155.371985
13.0,2321,22202.641225
20.0,1744,22237.046541
21.0,1652,22270.914524
21.0,1648,22304.878179
21.0,1669,22339.026867
19.0,1850,22378.08409
21.0,1668,22412.048453
21.0,1673,22446.01083
19.0,1898,22483.198302
20.0,1703,22519.231479
21.0,1674,22553.392176
21.0,1670,22587.515122
21.0,1650,22621.621567
21.0,1673,22655.750579
20.0,1953,22695.038603
21.0,1674,22729.011967
21.0,1673,22762.95012
15.0,1998,22804.450153
20.0,1769,22838.967173
21.0,1673,22874.768237
21.0,1670,22909.018604
21.0,1669,22943.044687
20.0,1723,22977.290713
21.0,1654,23011.230577
21.0,1650,23045.01587
20.0,1765,23081.405586
20.0,1998,23121.223787
20.0,1723,23157.32026
21.0,1653,23191.10045
19.0,1814,23227.952659
21.0,1648,23261.877128
21.0,1675,23296.011184
18.0,2174,23340.135957
20.0,1829,23376.822365
20.0,1722,23410.864798
21.0,1654,23444.804738
20.0,1724,23481.025416
21.0,1650,23515.156964
21.0,1648,23547.063
20.0,1707,23583.227264
21.0,1673,23617.354715
21.0,1673,23651.250446
21.0,1668,23685.127783
21.0,1649,23719.074537
19.0,1823,23756.051434
20.0,1820,23792.962679
21.0,1653,23826.902306
21.0,1669,23860.869877
21.0,1669,23894.796804
21.0,1750,23931.215846
21.0,1654,23965.24798
21.0,1648,23999.142553
20.0,1744,24033.65765
20.0,1738,24069.932505
18.0,2013,24110.024519
21.0,1648,24143.903343
20.0,1742,24180.203836
21.0,1655,24214.027425
21.0,1675,24248.045989
21.0,1675,24281.98245
21.0,1670,24316.056774
21.0,1652,24350.05479
20.0,1782,24386.594514
21.0,1651,24420.685391
20.0,1708,24455.082034
20.0,1801,24491.645102
20.0,1722,24525.812491
20.0,1723,24562.019166
20.0,1701,24596.455809
19.0,1794,24633.141699
16.0,2155,24677.442512
21.0,1651,24711.491832
21.0,1671,24745.82909
19.0,1823,24782.40352
21.0,1648,24816.35587
21.0,1655,24850.412943
21.0,1675,24884.583801
21.0,1651,24918.455412
21.0,1653,24952.407514
20.0,1727,24986.926561
21.0,1672,25021.092419
21.0,1650,25054.844167
18.0,1863,25093.821432
21.0,1769,25128.449946
11.0,2769,25185.611595
19.0,1816,25222.364336
21.0,1653,25256.169595
21.0,1654,25290.234343
21.0,1670,25324.562752
21.0,1674,25358.649986
21.0,1667,25392.59677
21.0,1654,25426.458774
21.0,1667,25460.367785
19.0,1830,25497.369659
20.0,1781,25534.016455
21.0,1670,25568.057978
20.0,1702,25604.308562
21.0,1649,25636.48753
21.0,1653,25670.463638
21.0,1671,25704.674445
21.0,1654,25738.574044
20.0,1841,25777.1718
21.0,1648,25811.168273
21.0,1652,25843.192462
21.0,1672,25877.161041
21.0,1649,25911.150652
21.0,1650,25945.027352
20.0,1796,25981.41527
21.0,1669,26015.319604
21.0,1675,26049.420127
21.0,1669,26083.615829
21.0,1650,26117.475747
21.0,1668,26151.407303
21.0,1672,26185.54105
21.0,1653,26219.683045
20.0,1821,26256.531237
21.0,1651,26290.714031
20.0,1781,26327.330712
21.0,1649,26361.112753
21.0,1655,26395.033686
20.0,1682,26429.254313
20.0,1772,26465.76044
21.0,1674,26499.706842
21.0,1648,26533.90542
21.0,1673,26567.901037
21.0,1649,26601.699233
21.0,1673,26635.714692
20.0,1767,26672.133413
21.0,1787,26708.666689
21.0,1672,26742.705054
21.0,1654,26774.760929
21.0,1671,26810.681068
21.0,1668,26844.604391
21.0,1671,26878.835184
21.0,1654,26910.93368
21.0,1673,26946.828003
20.0,1739,26981.20208
21.0,1672,27015.211195
20.0,1744,27051.518861
20.0,1706,27085.743497
21.0,1654,27119.948982
21.0,1653,27153.894085
21.0,1651,27187.87527
21.0,1674,27221.950488
20.0,1742,27256.505909
21.0,1672,27290.419181
20.0,1740,27326.707482
21.0,1673,27360.782872
21.0,1648,27394.562834
21.0,1648,27428.488369
21.0,1671,27462.603369
20.0,1725,27496.951854
21.0,1674,27530.895716
21.0,1654,27564.842322
21.0,1668,27598.984785
21.0,1671,27633.053088
21.0,1651,27667.023084
21.0,1649,27700.982891
21.0,1674,27735.323529
21.0,1650,27769.229802
21.0,1671,27803.181999
21.0,1672,27837.176029
21.0,1653,27871.016964
21.0,1671,27905.152858
21.0,1674,27939.161517
21.0,1668,27973.137213
20.0,1736,28009.753633
20.0,1938,28049.114612
21.0,1654,28082.978506
21.0,1672,28117.072835
21.0,1652,28151.091367
21.0,1655,28185.110219
21.0,1670,28219.114562
21.0,1672,28253.160765
21.0,1653,28286.916391
21.0,1672,28321.185962
21.0,1654,28353.377633
21.0,1651,28387.299971
21.0,1674,28421.479833
21.0,1673,28455.530491
21.0,1648,28489.471371
18.0,2040,28531.18333
21.0,1672,28565.339606
21.0,1674,28599.59703
20.0,1789,28636.349532
19.0,1936,28675.549033
21.0,1674,28711.583697
21.0,1649,28743.687696
21.0,1653,28777.576802
21.0,1668,28811.657661
20.0,1746,28847.960125
21.0,1653,28881.907974
20.0,1807,28918.763274
21.0,1654,28952.684432
21.0,1670,28986.652522
21.0,1673,29020.917014
4.0,2868,29078.775964
21.0,1672,29112.878512
21.0,1668,29147.147176
21.0,1672,29182.372167
21.0,1673,29216.433068
21.0,1673,29252.283185
21.0,1650,29284.234419
21.0,1672,29318.280548
21.0,1654,29352.329356
21.0,1675,29386.341484
21.0,1673,29420.294275
21.0,1653,29454.224806
21.0,1673,29488.540545
21.0,1655,29522.57775
21.0,1670,29557.256829
20.0,1725,29594.07515
21.0,1673,29628.12677
21.0,1673,29662.860486
21.0,1651,29698.754332
18.0,1868,29735.960654
21.0,1670,29769.990158
21.0,1671,29803.89634
21.0,1651,29837.968467
20.0,1741,29875.173275
21.0,1672,29910.380504
21.0,1653,29944.686783
21.0,1670,29978.68253
21.0,1667,30013.386231
21.0,1653,30048.341405
21.0,1670,30082.371627
21.0,1653,30116.514346
21.0,1668,30150.501658
20.0,1708,30184.594991
21.0,1669,30218.837883
21.0,1652,30253.621876
21.0,1672,30289.549614
20.0,1704,30324.36535
21.0,1649,30358.408089
21.0,1674,30392.457478
21.0,1673,30426.428015
21.0,1654,30460.212166
21.0,1671,30494.246347
20.0,1708,30530.462977
21.0,1669,30564.5784
20.0,1762,30599.254177
21.0,1674,30633.361366
21.0,1668,30667.438482
21.0,1672,30703.309637
21.0,1653,30735.676916
21.0,1651,30769.536018
21.0,1648,30803.366825
21.0,1653,30837.286402
21.0,1667,30871.313217
21.0,1653,30905.097339
21.0,1669,30939.957229
21.0,1648,30974.471696
20.0,1722,31009.492733
21.0,1670,31043.507769
21.0,1651,31078.302784
21.0,1668,31113.057385
21.0,1669,31147.027391
21.0,1655,31181.026158
21.0,1652,31214.9659
21.0,1653,31249.762315
21.0,1649,31284.388261
21.0,1667,31321.262038
21.0,1673,31357.362758
21.0,1654,31395.659216
21.0,1653,31430.811955
21.0,1654,31465.938423
21.0,1650,31500.914365
21.0,1674,31541.472016
21.0,1673,31579.206493
21.0,1672,31617.812717
21.0,1649,31654.220113
21.0,1672,31690.729053
21.0,1670,31724.736888
21.0,1654,31756.651058
13.0,2292,31803.638296
21.0,1649,31837.575804
21.0,1649,31871.490799
21.0,1670,31908.243963
21.0,1654,31945.614565
21.0,1652,31984.118662
21.0,1674,32022.650038
21.0,1671,32061.173307
21.0,1671,32099.554028
21.0,1651,32137.912746
21.0,1675,32176.634039
18.0,1816,32218.367356
21.0,1650,32256.665106
21.0,1667,32294.656593
21.0,1655,32328.761469
21.0,1674,32363.487133
21.0,1655,32398.05598
21.0,1654,32431.905146
21.0,1651,32465.866846
21.0,1649,32499.897121
21.0,1674,32534.10195
21.0,1654,32568.233389
21.0,1674,32603.547547
21.0,1648,32637.769024
17.0,2238,32682.860615
21.0,1671,32717.937182
21.0,1669,32752.345148
21.0,1670,32787.168777
21.0,1654,32821.120987
21.0,1672,32856.541041
21.0,1668,32890.930583
21.0,1653,32926.016017
21.0,1672,32960.184017
20.0,1851,32996.996601
21.0,1654,33031.092948
21.0,1652,33065.017223
21.0,1648,33098.877072
21.0,1672,33133.090804
21.0,1669,33167.199118
21.0,1672,33201.107315
21.0,1668,33235.198045
21.0,1649,33269.269743
21.0,1671,33303.481695
21.0,1651,33337.408154
20.0,1770,33373.819768
21.0,1654,33407.794568
21.0,1648,33441.81457
21.0,1668,33475.810544
21.0,1672,33509.739146
21.0,1649,33543.667426
21.0,1671,33577.68467
21.0,1675,33611.881813
21.0,1651,33645.682897
21.0,1670,33679.656857
21.0,1670,33713.93321
21.0,1648,33746.121472
21.0,1670,33780.181213
21.0,1649,33814.04503
18.0,1843,33852.844339
21.0,1668,33886.820338
21.0,1652,33920.820058
19.0,1975,33960.344718
21.0,1668,33994.376216
21.0,1650,34028.589403
21.0,1675,34062.746013
20.0,1986,34102.339952
21.0,1654,34136.40681
21.0,1669,34170.53906
21.0,1651,34204.675584
21.0,1672,34238.756495
21.0,1648,34272.951037
21.0,1655,34307.016287
21.0,1648,34341.123774
21.0,1671,34375.02909
21.0,1653,34408.969412
21.0,1654,34443.100415
19.0,1806,34479.718153
21.0,1669,34513.786488
21.0,1695,34548.004306
21.0,1783,34584.615875
21.0,1649,34618.74922
21.0,1695,34652.970796
21.0,1651,34686.920851
21.0,1675,34720.943993
21.0,1651,34754.934319
21.0,1670,34788.951006
21.0,1672,34822.882829
20.0,1767,34859.539413
21.0,1668,34893.800691
17.0,2016,34935.605771
21.0,1653,34969.647123
21.0,1671,35003.753015
21.0,1654,35035.829142
21.0,1674,35071.9787
21.0,1648,35103.861751
21.0,1648,35137.660819
21.0,1649,35171.660841
21.0,1650,35205.563274
21.0,1671,35239.830357
21.0,1649,35273.576291
21.0,1674,35307.627241
21.0,1669,35341.721897
21.0,1650,35375.680333
21.0,1649,35409.609732
21.0,1650,35443.521406
20.0,1789,35480.121279
21.0,1649,35512.748116
21.0,1648,35546.782737
21.0,1652,35580.956695
21.0,1855,35619.794452
21.0,1648,35653.747529
21.0,1670,35687.763299
21.0,1669,35721.666407
20.0,1797,35758.365247
21.0,1651,35790.480618
21.0,1673,35826.512542
21.0,1650,35858.648412
21.0,1674,35892.846778
21.0,1651,35926.979104
21.0,1648,35960.969821
21.0,1667,35995.066145
21.0,1648,36028.857497
21.0,1648,36062.79358
21.0,1648,36096.840099
21.0,1649,36131.029927
21.0,1654,36165.059752
21.0,1672,36199.06284
21.0,1649,36230.947294
21.0,1673,36266.73149
21.0,1694,36301.062383
21.0,1673,36335.005508
21.0,1675,36368.854568
21.0,1650,36402.91983
