# {"env_id": "PongNoFrameskip-v4", "t_start": 1579667593.583356} 
r,l,t
20.0,2559,8974.992933
19.0,2358,9032.35987
19.0,3266,9114.618315
16.0,3364,9197.377943
19.0,3334,9280.043481
21.0,3001,9355.482965
20.0,2832,9425.725716
21.0,2576,9489.325324
16.0,3245,9569.035958
21.0,2350,9628.298563
21.0,3061,9701.808944
19.0,2494,9764.771123
18.0,2428,9824.98704
21.0,2958,9898.066295
15.0,3349,9980.383336
20.0,2525,10043.233565
19.0,2623,10107.0688
19.0,3028,10182.827767
20.0,2324,10240.002404
19.0,3253,10321.823201
19.0,2937,10389.100737
20.0,2260,10441.904383
18.0,3090,10512.729073
21.0,3057,10583.381762
21.0,2579,10642.402859
21.0,3015,10712.80361
18.0,3183,10786.110901
20.0,3016,10854.843444
20.0,2510,10913.279018
17.0,3280,10985.298804
19.0,2543,11043.029157
17.0,3463,11122.843165
20.0,2390,11178.482419
18.0,2946,11246.409164
21.0,2976,11314.344525
21.0,3010,11384.812507
19.0,2873,11449.92055
17.0,3250,11524.083683
21.0,3056,11594.68443
21.0,2290,11647.856349
19.0,2491,11706.358123
19.0,3200,11780.05175
19.0,3144,11851.419347
16.0,3726,11937.112353
20.0,3071,12007.861553
21.0,3058,12078.363102
21.0,2573,12137.839474
21.0,3057,12208.565311
21.0,2290,12261.564663
21.0,2293,12314.637333
21.0,3059,12385.491621
20.0,3059,12456.270394
21.0,3178,12527.79615
20.0,3217,12603.584183
21.0,3042,12672.101484
19.0,3272,12748.307901
21.0,2289,12801.414351
21.0,2288,12854.438481
21.0,2577,12913.580059
19.0,2476,12969.944338
21.0,3013,13040.346446
21.0,2576,13099.475773
21.0,2573,13158.624117
21.0,3013,13227.01819
18.0,3378,13305.922562
21.0,2574,13365.405805
21.0,3058,13436.192354
21.0,2953,13504.215247
20.0,2320,13557.755032
21.0,2577,13616.998202
21.0,2348,13670.424374
19.0,3149,13743.968827
21.0,2964,13812.195818
15.0,3353,13889.144093
20.0,2634,13950.836894
20.0,2517,14007.37817
21.0,2971,14075.72921
19.0,2562,14134.928554
17.0,3208,14211.025478
19.0,3190,14282.642998
19.0,3037,14353.215855
20.0,3122,14426.347961
20.0,2318,14479.451947
21.0,3001,14547.718582
18.0,2648,14609.64818
21.0,3011,14677.840572
20.0,2322,14731.112448
20.0,2546,14789.9969
21.0,3061,14860.599807
19.0,2579,14919.599816
19.0,3029,14990.547549
21.0,2348,15043.911229
18.0,3203,15117.85247
20.0,2328,15171.048367
19.0,3123,15244.511034
20.0,2308,15297.878322
21.0,3057,15368.64541
21.0,3011,15437.386591
21.0,3105,15508.467238
21.0,3056,15579.207264
21.0,2290,15632.808729
20.0,2326,15686.164291
21.0,3106,15753.410704
20.0,2692,15808.337707
20.0,2553,15860.842932
21.0,3014,15921.260427
21.0,2288,15967.969165
18.0,3190,16033.475978
19.0,2617,16085.950807
21.0,2999,16148.009132
21.0,2293,16195.083222
21.0,3056,16255.817553
21.0,3059,16318.43858
20.0,2690,16373.337154
21.0,2576,16425.570981
20.0,3128,16490.658746
20.0,2285,16537.579831
20.0,2344,16584.89209
21.0,2574,16637.444209
21.0,2290,16684.397112
19.0,3097,16747.05502
18.0,3254,16814.703483
20.0,3015,16875.030935
20.0,2382,16924.383513
21.0,3021,16984.954365
19.0,3331,17052.859937
21.0,2578,17105.085354
18.0,3178,17170.234878
20.0,1744,17206.490636
20.0,1868,17243.670297
19.0,1923,17283.027446
18.0,2089,17327.045615
21.0,1690,17361.249306
20.0,1831,17397.978279
20.0,1766,17434.417688
21.0,1697,17468.559886
21.0,1667,17502.553616
21.0,1697,17536.829111
21.0,1696,17572.955506
21.0,1789,17609.616561
19.0,1915,17648.935956
21.0,1782,17683.747704
21.0,1691,17719.728868
19.0,1967,17759.116975
20.0,1745,17795.329093
20.0,1769,17830.216408
21.0,1785,17866.833216
18.0,1899,17905.911791
18.0,1919,17945.259887
21.0,1696,17979.457577
17.0,1915,18018.663176
21.0,1997,18060.105451
21.0,1692,18094.212396
20.0,1782,18130.851552
21.0,1695,18164.855016
19.0,1937,18204.158005
19.0,1892,18243.198815
21.0,1673,18277.340518
21.0,1750,18313.840269
21.0,1786,18350.289222
15.0,2173,18394.588991
21.0,1692,18428.853663
20.0,1768,18465.32343
21.0,1697,18499.513483
21.0,1671,18533.521057
21.0,1670,18567.48921
21.0,1693,18601.605471
21.0,1786,18638.17778
21.0,1691,18672.154803
20.0,1744,18708.57119
20.0,1783,18744.987437
21.0,1690,18779.327002
21.0,1668,18813.324609
20.0,1744,18849.487506
21.0,1712,18883.633695
20.0,1708,18917.831304
19.0,1855,18956.504431
19.0,1773,18992.866225
21.0,1675,19027.186239
21.0,1674,19061.128177
20.0,1708,19095.220675
21.0,1672,19129.103864
20.0,1843,19167.854286
21.0,1670,19201.653423
21.0,1674,19235.549253
21.0,1672,19269.503935
21.0,1650,19303.402168
21.0,1673,19337.764076
21.0,1675,19371.859121
21.0,1697,19405.998807
21.0,1648,19439.788275
21.0,1650,19473.655498
21.0,1652,19507.550461
21.0,1670,19541.623815
21.0,1670,19575.757203
21.0,1649,19609.678104
20.0,1727,19644.006723
21.0,1655,19678.062622
20.0,1703,19712.342373
20.0,1899,19751.509514
21.0,1655,19785.513872
21.0,1668,19819.477345
21.0,1789,19855.992176
21.0,1673,19890.04373
20.0,1708,19924.34616
21.0,1668,19958.505432
21.0,1653,19992.307111
21.0,1673,20026.308162
21.0,1667,20060.275696
20.0,1888,20099.248672
21.0,1667,20133.297384
21.0,1671,20167.3018
21.0,1653,20201.171766
21.0,1671,20235.262774
20.0,1701,20269.495113
20.0,1691,20305.428203
21.0,1672,20339.452836
21.0,1670,20373.62128
21.0,1704,20407.949448
21.0,1650,20441.730042
19.0,1861,20478.646984
21.0,1649,20512.503559
21.0,1650,20546.121983
16.0,2171,20590.604265
20.0,1847,20627.508476
18.0,1931,20666.821398
21.0,1652,20700.68963
20.0,1707,20736.821386
21.0,1672,20770.823384
21.0,1653,20804.75017
21.0,1674,20838.841293
19.0,1787,20875.398181
21.0,1649,20909.179208
20.0,1701,20943.399638
17.0,1865,20980.449125
21.0,1672,21014.551548
21.0,1671,21048.546798
18.0,1923,21087.780446
21.0,1669,21122.147477
15.0,2050,21163.905436
21.0,1668,21197.918733
21.0,1716,21234.204124
21.0,1653,21268.291075
21.0,1652,21302.186036
21.0,1673,21336.246763
21.0,1673,21370.230664
21.0,1668,21404.477846
21.0,1673,21438.575123
20.0,1817,21475.150295
21.0,1709,21509.448993
21.0,1695,21545.505156
21.0,1651,21577.456048
21.0,1651,21611.478292
21.0,1648,21645.261416
21.0,1671,21679.184721
21.0,1673,21713.417053
21.0,1648,21747.23077
21.0,1671,21781.380458
21.0,1652,21815.15189
21.0,1675,21849.224752
21.0,1649,21883.090568
21.0,1670,21917.040827
21.0,1649,21950.943712
21.0,1655,21985.041767
21.0,1652,22019.389694
21.0,1650,22053.489122
20.0,1746,22088.038147
21.0,1650,22121.970726
21.0,1670,22156.017622
21.0,1668,22190.146502
21.0,1654,22224.01891
21.0,1651,22257.866041
21.0,1649,22291.747767
21.0,1649,22325.849629
21.0,1668,22360.126532
21.0,1673,22394.11054
19.0,1819,22430.790247
21.0,1671,22464.853295
18.0,1875,22503.772122
21.0,1648,22535.818641
21.0,1669,22569.946968
21.0,1671,22605.873148
21.0,1669,22640.159919
21.0,1669,22674.116235
18.0,1990,22713.659143
21.0,1673,22747.586839
21.0,1673,22781.607055
21.0,1674,22815.589615
21.0,1650,22849.385634
21.0,1669,22883.469011
21.0,1651,22917.560271
21.0,1668,22951.439844
16.0,1999,22992.925741
21.0,1648,23026.842589
15.0,2261,23071.584015
20.0,1724,23107.945658
18.0,1781,23144.420925
18.0,1897,23181.4859
21.0,1672,23215.628975
21.0,1648,23249.530173
21.0,1670,23283.575545
21.0,1673,23317.568899
21.0,1648,23351.229211
21.0,1673,23385.148693
20.0,1771,23421.378376
18.0,1927,23460.734153
21.0,1648,23494.563508
20.0,1833,23531.57495
21.0,1655,23565.52628
21.0,1651,23599.521253
21.0,1650,23633.394683
21.0,1654,23667.081729
21.0,1648,23700.841484
21.0,1668,23735.108925
21.0,1671,23769.298657
21.0,1672,23803.389203
21.0,1652,23837.279743
21.0,1648,23871.114743
21.0,1654,23903.27904
21.0,1649,23937.123797
19.0,1759,23973.650304
21.0,1651,24007.556129
21.0,1674,24041.696956
21.0,1669,24075.741999
20.0,1762,24112.434453
21.0,1654,24146.357185
21.0,1668,24180.325746
19.0,2063,24222.166445
21.0,1653,24256.033028
21.0,1654,24289.913095
21.0,1652,24321.924667
20.0,1765,24358.471801
21.0,1668,24392.528693
18.0,1914,24431.960965
21.0,1673,24465.95732
21.0,1670,24499.95424
21.0,1667,24533.831405
21.0,1652,24567.787262
21.0,1652,24601.957833
21.0,1652,24635.884807
21.0,1673,24669.90083
21.0,1652,24703.768958
14.0,2130,24748.464424
21.0,1668,24782.233351
21.0,1672,24816.31721
21.0,1648,24848.46015
21.0,1669,24884.472231
21.0,1653,24916.48633
20.0,1703,24952.60297
21.0,1650,24986.658079
20.0,1718,25021.0918
16.0,1918,25060.146584
21.0,1651,25094.179517
21.0,1668,25128.21852
21.0,1654,25162.097151
21.0,1653,25195.994849
20.0,1701,25230.137961
21.0,1675,25264.2075
21.0,1667,25298.320572
21.0,1668,25332.551363
21.0,1651,25366.498273
21.0,1670,25400.443149
21.0,1675,25434.463508
21.0,1651,25468.314612
21.0,1653,25502.424768
21.0,1670,25536.53158
20.0,1702,25570.776014
21.0,1654,25604.867791
21.0,1667,25639.001351
21.0,1668,25673.06156
21.0,1668,25707.269762
20.0,1742,25743.535664
21.0,1670,25777.402897
21.0,1654,25811.456277
21.0,1672,25845.455142
21.0,1675,25879.459469
21.0,1667,25913.549707
21.0,1669,25947.510313
21.0,1670,25981.299642
21.0,1653,26015.108624
21.0,1669,26049.165341
21.0,1673,26083.380728
21.0,1670,26117.367861
21.0,1651,26151.206587
21.0,1675,26185.364886
21.0,1671,26219.57995
21.0,1670,26253.67051
21.0,1672,26287.941226
21.0,1673,26322.119481
21.0,1667,26356.052194
21.0,1675,26390.009759
21.0,1671,26424.187472
21.0,1649,26458.096007
19.0,1753,26494.454976
21.0,1672,26528.749677
21.0,1669,26562.765089
21.0,1652,26596.510167
20.0,1804,26633.15994
21.0,1672,26667.169944
21.0,1649,26699.237158
21.0,1669,26734.996869
21.0,1671,26769.065194
21.0,1655,26801.107058
21.0,1651,26835.033396
21.0,1653,26869.12165
21.0,1648,26902.997429
21.0,1669,26937.096279
20.0,1786,26973.581208
21.0,1670,27007.603968
21.0,1652,27041.487333
20.0,1701,27075.59259
21.0,1648,27109.803454
20.0,1770,27146.263802
21.0,1652,27180.292286
21.0,1670,27214.373837
20.0,1766,27250.940834
21.0,1648,27284.724108
20.0,1809,27321.44302
21.0,1648,27353.430779
21.0,1649,27387.265649
21.0,1669,27421.296168
21.0,1648,27455.26235
19.0,1821,27492.112044
21.0,1649,27525.894336
21.0,1650,27559.807457
19.0,2043,27601.707012
21.0,1720,27637.960844
21.0,1667,27672.031482
21.0,1649,27704.063344
21.0,1653,27738.304737
21.0,1650,27772.200222
21.0,1654,27806.063023
21.0,1648,27839.937077
21.0,1672,27873.928199
21.0,1674,27908.034265
21.0,1673,27942.058828
21.0,1671,27976.061187
20.0,1705,28010.631316
21.0,1674,28046.491409
21.0,1671,28080.524416
21.0,1655,28112.621562
21.0,1673,28148.667188
21.0,1650,28180.741935
21.0,1672,28214.750153
21.0,1670,28248.774419
21.0,1650,28282.588257
20.0,1796,28319.387555
21.0,1673,28353.566505
21.0,1668,28387.612468
20.0,1705,28423.860018
21.0,1648,28457.737697
21.0,1672,28491.84111
18.0,1958,28531.180388
21.0,1669,28565.293087
19.0,1875,28604.535427
20.0,1818,28641.395849
21.0,1668,28675.302919
21.0,1654,28709.309274
21.0,1673,28743.467817
21.0,1673,28777.472985
21.0,1671,28811.580021
21.0,1670,28845.563855
20.0,1706,28879.827474
20.0,1722,28916.204787
21.0,1655,28950.097998
21.0,1651,28982.120423
21.0,1763,29018.74674
18.0,2026,29060.538662
20.0,1724,29094.888749
21.0,1649,29128.86547
21.0,1650,29163.59186
20.0,1702,29198.331985
21.0,1655,29232.304909
21.0,1654,29266.270289
21.0,1673,29300.173366
21.0,1652,29334.097149
21.0,1651,29368.11227
21.0,1669,29402.083352
20.0,1666,29436.03898
21.0,1668,29470.204343
21.0,1650,29504.187145
21.0,1652,29538.197841
20.0,1723,29573.497507
21.0,1674,29607.793946
21.0,1675,29644.194865
21.0,1670,29679.29414
19.0,1844,29717.458904
20.0,1725,29751.902262
19.0,1799,29788.442475
21.0,1648,29822.513813
21.0,1673,29856.62477
21.0,1671,29892.657275
21.0,1654,29926.850809
21.0,1675,29960.997744
21.0,1651,29994.825797
18.0,1882,30034.777087
21.0,1651,30069.577343
21.0,1673,30103.657864
20.0,2005,30145.358093
20.0,1702,30179.40794
17.0,2183,30224.134337
21.0,1672,30259.048794
21.0,1673,30295.656661
21.0,1860,30332.601982
21.0,1649,30366.551557
21.0,1668,30400.521446
21.0,1668,30434.472815
21.0,1651,30468.27822
21.0,1649,30502.284825
21.0,1671,30536.30735
21.0,1672,30570.564588
21.0,1650,30604.470814
21.0,1672,30638.627696
21.0,1652,30672.556972
21.0,1672,30706.587899
21.0,1653,30740.790068
20.0,1725,30775.12504
21.0,1672,30809.043637
21.0,1675,30844.976814
21.0,1668,30879.010759
21.0,1653,30910.944295
21.0,1652,30946.006943
21.0,1674,30980.311877
21.0,1669,31015.065808
21.0,1670,31049.144125
21.0,1651,31083.908667
21.0,1653,31118.609854
21.0,1669,31152.528324
21.0,1651,31186.544422
21.0,1673,31220.581794
21.0,1669,31255.453277
21.0,1650,31290.865936
21.0,1655,31326.898173
19.0,1813,31366.69269
19.0,1717,31406.745139
21.0,1655,31440.706261
21.0,1648,31474.634143
21.0,1671,31512.911995
21.0,1653,31550.840046
21.0,1671,31588.997544
21.0,1671,31627.648219
21.0,1648,31665.340831
21.0,1653,31699.272449
21.0,1668,31733.192426
21.0,1652,31766.99844
21.0,1669,31800.989958
21.0,1653,31834.943044
20.0,1702,31869.199672
21.0,1652,31905.396975
21.0,1648,31942.870819
21.0,1670,31981.471811
21.0,1670,32019.937758
21.0,1670,32058.459967
21.0,1651,32096.637606
21.0,1654,32135.049339
21.0,1649,32173.618561
21.0,1668,32212.236858
21.0,1649,32250.514667
21.0,1673,32288.838423
21.0,1671,32323.571271
21.0,1671,32358.216784
21.0,1649,32392.830521
21.0,1673,32426.771906
21.0,1651,32460.690255
21.0,1670,32494.871924
20.0,1740,32529.443606
21.0,1670,32563.59327
19.0,2011,32606.945651
21.0,1670,32640.98769
20.0,1704,32675.41054
21.0,1670,32710.136424
21.0,1674,32744.89566
21.0,1650,32779.584359
21.0,1651,32813.610556
21.0,1673,32848.196193
21.0,1670,32883.380106
21.0,1670,32918.517492
21.0,1651,32952.576445
21.0,1671,32986.503352
21.0,1652,33020.447104
21.0,1668,33054.588323
21.0,1653,33088.488459
21.0,1652,33122.534791
21.0,1652,33156.549035
21.0,1673,33190.567595
21.0,1668,33224.679306
21.0,1651,33258.625193
21.0,1669,33292.839189
21.0,1648,33326.7851
21.0,1732,33361.119447
21.0,1649,33394.994955
21.0,1671,33429.206171
21.0,1670,33463.239902
21.0,1651,33497.122766
19.0,1798,33533.64378
21.0,1651,33567.578284
21.0,1651,33601.687437
21.0,1671,33635.65174
21.0,1673,33669.572681
21.0,1669,33703.583748
21.0,1675,33738.038998
21.0,1672,33772.18103
21.0,1654,33806.111734
21.0,1668,33840.107397
21.0,1653,33873.976072
21.0,1651,33907.949807
21.0,1652,33939.994068
21.0,1650,33973.871162
21.0,1652,34007.952291
21.0,1650,34042.106026
21.0,1649,34076.011649
21.0,1648,34109.970353
21.0,1673,34144.121185
21.0,1697,34178.425255
21.0,1649,34212.503684
21.0,1652,34246.576767
19.0,1983,34286.438704
21.0,1675,34320.783526
21.0,1668,34354.789062
21.0,1673,34390.622712
21.0,1670,34424.710148
20.0,1769,34459.341632
21.0,1976,34500.872293
21.0,1672,34534.884407
20.0,1783,34571.529649
21.0,1652,34605.486799
21.0,1652,34639.611114
21.0,1672,34673.698762
21.0,1670,34707.731189
21.0,1672,34741.85277
21.0,1671,34775.905821
21.0,1673,34809.781606
21.0,1649,34843.850786
21.0,1651,34875.978942
20.0,1774,34912.806012
21.0,1655,34946.894691
21.0,1668,34980.933181
21.0,1670,35014.999513
21.0,1653,35049.041898
21.0,1672,35083.137035
21.0,1672,35117.080153
20.0,1794,35153.643765
21.0,1673,35187.708295
21.0,1653,35221.974907
21.0,1671,35255.867502
21.0,1671,35289.84796
21.0,1668,35323.846848
21.0,1649,35357.78909
21.0,1669,35391.835633
21.0,1670,35425.99688
21.0,1775,35462.448503
21.0,1675,35496.458578
21.0,1671,35531.165442
21.0,1652,35565.323139
21.0,1670,35599.449856
21.0,1672,35633.536385
21.0,1652,35667.410978
21.0,1654,35701.366158
21.0,1650,35735.265712
21.0,1648,35769.22751
21.0,1654,35803.180696
21.0,1648,35835.31736
21.0,1652,35869.325887
21.0,1648,35903.40026
21.0,1670,35937.729446
21.0,1648,35971.715127
21.0,1672,36005.687346
21.0,1650,36039.545714
21.0,1653,36073.542567
21.0,1673,36107.734581
21.0,1672,36142.024123
21.0,1673,36176.15639
21.0,1667,36210.066682
20.0,1866,36248.792245
21.0,1651,36282.596112
21.0,1673,36316.798081
21.0,1650,36348.700791
21.0,1670,36384.520802
21.0,1648,36416.937679
