# {"t_start": 1579667593.7139978, "env_id": "PongNoFrameskip-v4"} 
r,l,t
20.0,1723,19437.170614
21.0,1650,19471.034829
21.0,1669,19505.014373
21.0,1673,19539.12164
21.0,1671,19573.274632
21.0,1669,19607.201771
21.0,1672,19641.30913
21.0,1650,19675.365146
21.0,1674,19709.432636
20.0,1967,19748.994372
17.0,1892,19788.226171
21.0,1653,19822.029011
17.0,2160,19866.253431
21.0,1673,19900.294402
21.0,1667,19934.461349
21.0,1717,19968.758208
19.0,1773,20005.164016
21.0,1846,20043.936426
21.0,1670,20077.906775
21.0,1655,20111.870697
21.0,1668,20145.917986
21.0,1670,20179.845022
20.0,1797,20216.666884
21.0,1879,20253.664602
21.0,1668,20287.630881
21.0,1649,20321.521575
21.0,1672,20355.650339
21.0,1668,20389.728739
21.0,1669,20423.810578
18.0,1772,20460.148977
21.0,1670,20494.032035
18.0,2069,20535.809565
20.0,1702,20571.758848
16.0,2096,20613.947897
21.0,1654,20647.792336
21.0,1671,20681.895671
20.0,1723,20716.206565
21.0,1668,20750.23703
20.0,1706,20786.348871
21.0,1649,20820.355773
20.0,1726,20854.540523
21.0,1669,20888.648006
21.0,1655,20922.507004
15.0,2083,20964.542768
21.0,1674,20998.552972
21.0,1650,21032.526896
18.0,1853,21071.233055
21.0,1648,21103.539078
20.0,1828,21142.359927
21.0,1671,21176.285136
21.0,1672,21210.468882
21.0,1691,21244.740985
21.0,1649,21278.777731
21.0,1654,21312.580156
21.0,1673,21346.682601
20.0,1727,21381.016478
21.0,1690,21417.378507
21.0,1673,21451.285303
21.0,1648,21483.274089
21.0,1667,21517.304735
21.0,1669,21551.27872
21.0,1673,21587.161737
21.0,1654,21619.178596
21.0,1650,21653.02192
21.0,1654,21686.913121
21.0,1652,21720.974592
21.0,1672,21754.970915
21.0,1667,21788.995439
20.0,1721,21825.135056
21.0,1651,21857.134178
21.0,1648,21891.066281
21.0,1655,21924.988409
20.0,1701,21961.110533
21.0,1649,21993.372314
21.0,1668,22027.669744
21.0,1651,22061.687311
21.0,1653,22095.816758
21.0,1668,22129.774558
20.0,1792,22166.395006
21.0,1674,22200.496532
20.0,1723,22236.674933
21.0,1652,22270.542109
21.0,1651,22302.622609
21.0,1653,22336.677499
21.0,1675,22370.975043
21.0,1654,22404.89156
21.0,1671,22438.845788
21.0,1670,22472.863729
-4.0,2676,22527.703183
21.0,1668,22561.768764
21.0,1673,22595.915266
21.0,1671,22630.141388
21.0,1648,22664.083954
19.0,1754,22700.388813
21.0,1649,22734.14329
20.0,1703,22768.357013
21.0,1653,22802.191344
21.0,1667,22836.125193
21.0,1674,22870.005721
21.0,1673,22904.154812
21.0,1669,22938.335017
21.0,1652,22972.135917
18.0,1934,23011.507641
20.0,1719,23047.512818
21.0,1675,23081.545866
21.0,1669,23115.677901
21.0,1650,23149.525717
21.0,1672,23183.388891
21.0,1715,23217.790032
21.0,1673,23251.825609
21.0,1669,23285.907917
20.0,1727,23322.021284
21.0,1670,23355.814361
20.0,1689,23389.808892
21.0,1673,23423.637226
19.0,1847,23460.674063
21.0,1649,23494.508182
21.0,1675,23528.692933
21.0,1667,23562.746218
20.0,1723,23599.023022
19.0,1885,23636.124525
21.0,1689,23669.999633
21.0,1651,23703.798169
21.0,1668,23738.125281
21.0,1671,23772.227063
21.0,1670,23806.3106
20.0,1746,23842.665538
21.0,1670,23876.573781
21.0,1653,23910.618068
20.0,1719,23944.892382
11.0,2198,23991.403679
21.0,1653,24023.543709
18.0,1969,24064.906954
19.0,1773,24101.513123
20.0,1736,24136.062209
21.0,1671,24170.093156
20.0,1703,24206.104506
20.0,1701,24240.313399
21.0,1651,24274.150516
21.0,1670,24308.179983
21.0,1669,24342.236732
21.0,1668,24376.346366
21.0,1669,24410.432528
21.0,1648,24444.537869
19.0,1776,24480.921244
18.0,1840,24517.726715
21.0,1673,24551.670502
21.0,1654,24585.754409
21.0,1669,24619.929624
21.0,1648,24653.855783
21.0,1670,24687.842315
21.0,1653,24721.929308
21.0,1649,24756.125281
16.0,2058,24797.783501
21.0,1672,24831.92536
21.0,1653,24866.006768
21.0,1653,24898.079994
19.0,1754,24934.477164
21.0,1671,24968.539476
21.0,1649,25002.486678
21.0,1675,25036.677105
19.0,1927,25075.922367
21.0,1651,25109.781462
19.0,1830,25146.627923
20.0,1704,25182.734632
21.0,1655,25214.824477
21.0,1648,25248.574404
21.0,1653,25282.556454
21.0,1652,25316.760381
21.0,1649,25350.743378
21.0,1652,25384.608144
20.0,2059,25426.464633
21.0,1650,25460.286268
21.0,1669,25494.467679
21.0,1650,25528.544863
21.0,1653,25562.473993
21.0,1654,25596.548957
21.0,1650,25628.755152
21.0,1650,25662.694978
21.0,1672,25696.862341
21.0,1652,25730.804178
21.0,1653,25764.649723
20.0,1707,25798.818898
19.0,1777,25835.447373
21.0,1668,25869.328976
21.0,1648,25903.143112
21.0,1672,25937.356276
21.0,1672,25971.229342
21.0,1670,26005.01903
21.0,1652,26038.99522
21.0,1648,26073.08486
21.0,1651,26106.900113
21.0,1671,26140.909307
21.0,1650,26174.882832
21.0,1673,26208.919863
18.0,1936,26248.488221
21.0,1673,26282.686924
21.0,1670,26316.922204
21.0,1672,26350.909128
21.0,1648,26384.677287
21.0,1669,26418.841443
21.0,1654,26452.794106
21.0,1673,26486.883767
21.0,1652,26520.937219
21.0,1650,26554.905782
21.0,1652,26588.664257
21.0,1673,26622.66839
21.0,1673,26656.772497
21.0,1670,26690.768884
21.0,1668,26724.652708
21.0,1672,26758.664831
21.0,1669,26792.750314
21.0,1671,26826.780537
21.0,1669,26860.935908
18.0,1933,26900.144597
21.0,1668,26934.317078
19.0,1933,26973.506911
21.0,1670,27007.529308
20.0,1766,27043.933227
19.0,1987,27083.496513
21.0,1674,27119.699236
21.0,1650,27151.736722
21.0,1651,27185.732388
20.0,1722,27221.958092
20.0,1807,27258.772785
21.0,1668,27292.650669
21.0,1669,27326.669156
21.0,1651,27360.604056
21.0,1652,27394.42773
19.0,1809,27431.145946
21.0,1654,27465.184083
21.0,1671,27499.205569
21.0,1711,27533.366533
20.0,1826,27570.149915
21.0,1675,27604.364586
21.0,1669,27638.475859
21.0,1654,27672.460841
21.0,1654,27706.362994
21.0,1650,27740.596396
21.0,1654,27774.537015
21.0,1652,27808.391945
21.0,1648,27842.247453
21.0,1672,27876.264791
21.0,1649,27910.209972
21.0,1652,27944.096398
21.0,1651,27976.127457
20.0,1723,28012.675551
21.0,1926,28051.931828
21.0,1653,28085.77914
20.0,1722,28120.232971
21.0,1654,28154.200938
21.0,1648,28188.160591
21.0,1654,28222.090621
21.0,1669,28256.094576
21.0,1673,28289.997431
21.0,1653,28324.113662
20.0,2000,28364.013714
21.0,1668,28399.80037
20.0,1843,28436.924619
19.0,1908,28476.061589
21.0,1667,28510.09557
21.0,1650,28543.946168
21.0,1675,28578.240195
21.0,1651,28612.377961
20.0,1815,28649.061816
21.0,1653,28682.947481
20.0,1712,28717.353953
21.0,1669,28751.368504
21.0,1672,28785.359769
21.0,1652,28819.353181
20.0,1783,28855.956495
21.0,1650,28889.886245
21.0,1648,28923.894487
21.0,1648,28957.791356
21.0,1668,28991.796562
14.0,2183,29036.475488
18.0,1855,29073.488624
21.0,1652,29107.441571
21.0,1669,29141.564945
21.0,1653,29176.780205
21.0,1673,29210.945132
21.0,1652,29244.726257
17.0,2218,29289.366063
21.0,1674,29323.418521
21.0,1672,29357.533511
21.0,1673,29391.566193
21.0,1670,29425.475461
21.0,1669,29459.60291
21.0,1653,29493.759366
21.0,1673,29527.837168
21.0,1655,29562.486061
20.0,1824,29599.814128
21.0,1675,29633.915176
21.0,1670,29671.016991
21.0,1654,29704.585544
21.0,1668,29738.72365
20.0,1724,29774.87861
21.0,1651,29808.795941
21.0,1669,29842.907604
21.0,1653,29877.745777
20.0,1727,29913.379856
21.0,1650,29947.539356
21.0,1670,29981.53461
21.0,1669,30016.233104
21.0,1654,30051.192097
21.0,1650,30085.135541
21.0,1670,30119.314739
21.0,1751,30155.690253
21.0,1669,30189.666016
19.0,1814,30226.526054
21.0,1650,30261.390468
20.0,1701,30298.114917
21.0,1673,30332.095747
21.0,1652,30366.059137
21.0,1669,30400.048633
21.0,1654,30433.927389
21.0,1652,30467.721391
21.0,1670,30501.857269
21.0,1651,30535.75123
21.0,1648,30567.971282
21.0,1667,30602.037534
21.0,1669,30636.135759
21.0,1648,30670.065172
21.0,1648,30703.939924
21.0,1655,30738.178129
19.0,1833,30775.011937
21.0,1670,30808.894622
21.0,1669,30842.925183
21.0,1655,30876.900156
21.0,1654,30910.692504
21.0,1651,30945.72503
21.0,1654,30979.94949
21.0,1671,31014.705793
21.0,1651,31048.651091
21.0,1654,31083.457244
21.0,1671,31118.245003
19.0,1809,31154.859649
21.0,1650,31188.854755
20.0,1739,31225.668017
21.0,1648,31258.063459
21.0,1667,31293.953607
21.0,1671,31329.720695
21.0,1655,31366.73848
21.0,1651,31404.385063
21.0,1648,31440.254998
20.0,1743,31476.627907
21.0,1651,31515.032796
21.0,1651,31550.870157
21.0,1650,31588.89096
21.0,1654,31627.396275
21.0,1654,31665.136954
21.0,1651,31699.051445
21.0,1674,31733.021435
21.0,1673,31766.972423
21.0,1648,31800.81886
21.0,1653,31834.770544
21.0,1670,31868.850831
21.0,1669,31905.105784
21.0,1673,31942.785836
21.0,1673,31981.406372
21.0,1655,32019.746292
21.0,1650,32058.122118
21.0,1671,32096.438993
21.0,1673,32135.03727
21.0,1674,32173.756427
21.0,1652,32212.284886
21.0,1671,32250.707752
21.0,1649,32288.8372
21.0,1671,32323.556034
21.0,1674,32358.226396
21.0,1651,32392.84281
21.0,1654,32426.681236
21.0,1669,32460.697456
21.0,1672,32494.895375
21.0,1670,32529.02551
21.0,1670,32563.181117
20.0,1821,32601.206285
21.0,1670,32635.701875
21.0,1669,32669.866908
21.0,1654,32704.597905
21.0,1649,32739.204733
21.0,1671,32773.905311
21.0,1671,32808.043191
21.0,1655,32842.654536
21.0,1672,32877.761666
21.0,1670,32912.955891
21.0,1673,32947.131111
21.0,1649,32981.028048
21.0,1651,33014.880529
21.0,1653,33048.974234
21.0,1671,33083.009536
21.0,1652,33117.011157
21.0,1668,33151.110633
21.0,1652,33183.16749
21.0,1669,33217.204679
20.0,1701,33253.348826
21.0,1653,33287.439298
21.0,1650,33321.481144
21.0,1670,33355.413437
21.0,1672,33389.459707
21.0,1653,33423.541452
21.0,1651,33455.576536
21.0,1651,33489.472993
21.0,1672,33523.342828
21.0,1653,33557.331145
21.0,1653,33591.288309
21.0,1672,33625.404364
21.0,1673,33659.305056
20.0,1664,33693.379158
21.0,1672,33727.751164
21.0,1672,33761.846074
21.0,1653,33795.794339
21.0,1649,33829.741626
20.0,1799,33866.350069
21.0,1653,33900.272892
21.0,1652,33934.223581
21.0,1672,33968.224344
21.0,1674,34002.343815
21.0,1648,34036.573658
21.0,1654,34070.507322
21.0,1693,34104.710199
21.0,1649,34138.731283
21.0,1674,34172.890537
21.0,1670,34207.125223
21.0,1667,34241.206699
21.0,1669,34275.486965
20.0,1765,34312.234807
21.0,1648,34346.173926
21.0,1653,34380.053396
21.0,1672,34414.047437
21.0,1668,34448.190855
21.0,1648,34480.226045
21.0,1667,34514.302477
21.0,1654,34548.271013
21.0,1652,34582.195233
21.0,1674,34616.517736
21.0,1652,34650.427688
21.0,1668,34684.518797
19.0,1989,34725.999765
21.0,1669,34760.079968
21.0,1652,34793.966866
21.0,1673,34827.974136
21.0,1690,34862.265367
21.0,1650,34896.426244
21.0,1673,34930.65804
21.0,1669,34964.757761
21.0,1672,34998.834867
21.0,1672,35032.920863
21.0,1652,35067.056137
21.0,1668,35100.948378
21.0,1670,35134.909018
21.0,1654,35168.935622
21.0,1672,35202.93033
21.0,1650,35237.038684
21.0,1671,35270.928579
21.0,1649,35304.877441
21.0,1672,35338.961785
21.0,1652,35372.927505
21.0,1669,35406.946644
21.0,1673,35441.028406
20.0,1819,35477.810122
21.0,1652,35512.252541
21.0,1651,35546.353885
20.0,1721,35580.925973
21.0,1650,35614.810591
21.0,1654,35648.881565
21.0,1654,35682.799944
21.0,1654,35716.59241
21.0,1672,35750.685212
21.0,1654,35784.690769
21.0,1652,35816.915023
21.0,1654,35850.843513
21.0,1673,35885.106578
21.0,1667,35919.260902
21.0,1651,35953.355047
21.0,1650,35987.385136
21.0,1671,36021.276212
21.0,1653,36055.206894
21.0,1648,36089.184675
20.0,1717,36123.840832
21.0,1671,36158.006249
21.0,1673,36191.978273
21.0,1669,36225.87424
21.0,1671,36261.587789
21.0,1669,36295.766039
21.0,1669,36329.741273
21.0,1671,36363.576084
21.0,1653,36397.533122
