# {"t_start": 1579667593.657561, "env_id": "PongNoFrameskip-v4"} 
r,l,t
15.0,2728,3399.112039
14.0,2754,3466.265857
15.0,2579,3529.683486
12.0,3087,3608.051144
16.0,2486,3668.698077
-9.0,2974,3741.848465
-9.0,3146,3820.748359
-6.0,3650,3909.433608
-1.0,4279,4016.609944
-1.0,4145,4118.750155
8.0,4016,4217.304045
-2.0,3880,4314.612313
17.0,2624,4378.466429
13.0,2966,4451.44022
17.0,2585,4517.006986
-3.0,4653,4631.020332
-1.0,4719,4747.969991
15.0,3063,4824.296467
15.0,3010,4897.850068
-6.0,4279,5005.07855
13.0,3535,5091.176345
9.0,4303,5198.261536
14.0,3297,5278.174158
16.0,2952,5353.131488
18.0,2361,5410.856066
8.0,4166,5512.917304
20.0,2342,5571.979987
15.0,3233,5651.774658
21.0,2351,5709.164957
9.0,4316,5816.939804
18.0,2596,5880.448607
12.0,3752,5974.790704
18.0,2591,6038.314432
14.0,3281,6118.070065
18.0,2831,6189.815549
20.0,2458,6249.926541
7.0,4111,6351.264685
17.0,3033,6427.185038
19.0,3335,6509.711261
19.0,3169,6586.246503
19.0,3437,6671.686849
19.0,3107,6747.878662
12.0,3730,6842.133819
20.0,3071,6917.852709
20.0,3088,6993.727484
18.0,2522,7054.382421
19.0,3108,7132.870668
18.0,2995,7206.20263
19.0,2722,7272.760446
19.0,3155,7351.516066
17.0,2666,7417.670696
21.0,3014,7491.279755
13.0,3653,7582.597524
17.0,2875,7652.764737
18.0,3346,7735.325984
20.0,3136,7813.663026
17.0,3061,7888.766453
20.0,2853,7955.702504
14.0,3434,8037.039283
19.0,2492,8096.141667
19.0,3189,8171.968796
20.0,3006,8247.694371
18.0,2556,8311.202577
15.0,3102,8387.66996
20.0,2625,8451.561459
15.0,3210,8531.170131
21.0,2574,8592.703467
20.0,3067,8663.724325
21.0,3010,8736.760722
19.0,2434,8797.550811
20.0,2286,8854.418864
19.0,3027,8927.670313
21.0,3075,9003.658587
21.0,2293,9060.532143
21.0,2636,9127.056767
20.0,2426,9187.277242
21.0,2575,9251.165606
21.0,3057,9326.916107
21.0,2959,9399.970139
21.0,3012,9473.721622
20.0,2996,9549.436582
20.0,3119,9625.48256
19.0,2755,9694.573509
20.0,2975,9767.717923
18.0,2477,9828.289919
21.0,2574,9891.878708
18.0,3179,9970.681815
21.0,2306,10027.599736
17.0,3264,10109.386943
20.0,2627,10173.311532
17.0,2717,10240.0449
18.0,2681,10306.497153
10.0,3631,10394.127176
21.0,2956,10462.013495
21.0,2958,10529.969428
18.0,2854,10594.960025
19.0,2459,10651.033704
21.0,3105,10722.191446
21.0,2578,10783.041924
18.0,3113,10854.491729
21.0,2978,10922.348857
18.0,2578,10979.88682
16.0,2455,11034.202362
19.0,3274,11110.688095
19.0,3054,11181.244076
17.0,3289,11255.634176
18.0,2541,11314.452422
20.0,2553,11373.463236
21.0,2637,11434.909649
21.0,2574,11493.758666
20.0,3072,11564.763914
20.0,2616,11624.366749
21.0,2999,11694.581016
21.0,2579,11753.759288
19.0,3313,11830.331939
21.0,3014,11898.625314
20.0,3036,11969.051908
12.0,3432,12048.471699
21.0,3042,12119.350332
21.0,2288,12170.404936
21.0,3012,12240.776342
21.0,2579,12299.945835
20.0,3154,12373.513218
21.0,2577,12432.68298
21.0,3009,12501.208784
21.0,2958,12569.000578
15.0,2884,12636.329313
19.0,3027,12704.676678
20.0,2853,12771.770459
21.0,3061,12842.627304
20.0,3063,12913.424261
21.0,3059,12982.109233
21.0,3011,13052.531748
20.0,2543,13111.458472
20.0,3290,13187.918084
21.0,3052,13256.423256
21.0,3011,13327.063982
21.0,3015,13395.571332
21.0,2346,13451.025838
20.0,2319,13504.322641
20.0,2256,13555.313671
21.0,3062,13626.246615
21.0,2289,13679.294046
11.0,3746,13765.420127
19.0,3158,13838.894909
20.0,2621,13900.450486
20.0,2977,13968.508989
20.0,3093,14039.733866
19.0,3094,14110.710573
21.0,2958,14178.856598
18.0,2531,14237.865657
19.0,2471,14294.257153
21.0,2580,14353.341094
20.0,3072,14424.056937
21.0,3055,14494.682072
21.0,2957,14562.745109
21.0,2572,14621.936024
21.0,2579,14683.043776
21.0,3056,14751.707135
21.0,3010,14822.045912
21.0,3020,14890.23972
20.0,3012,14960.861157
18.0,3207,15034.769875
20.0,3040,15105.361915
21.0,2574,15164.598109
21.0,3105,15235.877109
19.0,3098,15307.045831
20.0,3055,15377.739489
20.0,2318,15431.371175
19.0,2439,15487.600613
21.0,2290,15540.55228
20.0,3195,15614.872762
21.0,3056,15685.720088
21.0,3011,15748.700917
21.0,3013,15811.175841
21.0,2954,15871.568418
19.0,2389,15920.889333
21.0,2289,15967.60686
21.0,3011,16028.30357
21.0,3000,16088.61982
20.0,2421,16138.042606
20.0,2380,16187.362216
21.0,2573,16239.719155
20.0,2424,16289.142226
21.0,3058,16351.956817
20.0,2440,16401.573857
21.0,2579,16453.843783
20.0,2610,16506.617089
21.0,2289,16553.608771
20.0,2280,16600.579506
21.0,3075,16663.514624
21.0,3059,16726.053909
19.0,3258,16791.735879
21.0,3058,16854.244605
21.0,3014,16916.578013
20.0,2283,16963.54014
21.0,2955,17023.530476
21.0,2957,17083.693484
20.0,2651,17136.43577
21.0,2049,17178.180844
21.0,1752,17214.68242
21.0,1696,17248.831603
14.0,3548,17322.058276
19.0,1804,17358.731632
21.0,1697,17392.826258
20.0,1781,17429.385406
21.0,1691,17463.443332
15.0,2541,17515.77757
17.0,2200,17560.358857
21.0,1693,17596.424458
21.0,1879,17633.780455
14.0,2315,17680.954039
20.0,1746,17717.299769
21.0,1668,17751.238112
21.0,1721,17785.423911
21.0,1691,17821.685634
20.0,1724,17856.03581
15.0,2201,17900.648229
21.0,1830,17939.503492
14.0,2387,17987.076035
21.0,1838,18025.868751
18.0,1932,18065.062908
21.0,1690,18099.200362
16.0,2155,18143.468183
21.0,1691,18177.505969
21.0,1693,18211.641205
18.0,2323,18259.001735
21.0,1672,18293.172119
21.0,1691,18327.190511
17.0,2056,18368.995483
21.0,1714,18405.073457
14.0,2419,18454.74671
21.0,1692,18488.969229
21.0,1695,18523.105993
21.0,1786,18559.577209
21.0,1788,18596.191264
21.0,1693,18630.265539
21.0,1695,18666.210257
21.0,1690,18700.322529
18.0,1983,18739.873303
21.0,1695,18774.161814
21.0,1695,18810.229204
19.0,1790,18846.673361
16.0,2480,18896.474272
21.0,1668,18930.366802
18.0,1880,18969.251195
21.0,1668,19003.129096
21.0,1648,19037.278347
21.0,1670,19071.178571
19.0,1999,19110.694852
21.0,1651,19144.480104
21.0,1651,19178.352814
21.0,1675,19212.183105
21.0,1671,19246.132242
21.0,1668,19280.127747
21.0,1672,19314.218626
21.0,1829,19351.200606
21.0,1652,19385.097895
21.0,1670,19419.126457
21.0,1649,19452.928711
21.0,1670,19486.884383
19.0,1783,19523.455282
20.0,1739,19559.894788
21.0,1654,19593.793632
21.0,1649,19625.84446
21.0,1669,19659.942972
21.0,1670,19694.07671
19.0,1779,19730.69115
21.0,1672,19764.759161
21.0,1670,19798.908528
21.0,1751,19835.102573
17.0,1909,19874.177918
21.0,1673,19908.214908
21.0,1668,19942.4282
21.0,1735,19978.688164
21.0,1674,20012.583814
19.0,2013,20052.349052
21.0,1669,20086.322777
21.0,1650,20120.288032
21.0,1672,20154.301468
21.0,1668,20188.248982
20.0,1881,20227.405388
21.0,1652,20261.221589
21.0,1878,20300.133302
21.0,1654,20332.208975
20.0,1706,20368.463192
20.0,1707,20402.719757
21.0,1670,20436.704906
21.0,1675,20470.702756
19.0,1837,20509.340784
21.0,1651,20541.166266
21.0,1672,20575.068583
21.0,1673,20611.089584
20.0,1759,20645.528065
16.0,2118,20689.681159
21.0,1673,20723.710886
17.0,1952,20763.124844
20.0,1721,20799.358204
21.0,1650,20831.419988
21.0,1648,20865.223092
21.0,1653,20899.146864
20.0,1828,20935.932117
21.0,1669,20970.011039
20.0,1705,21006.050114
20.0,1704,21040.330361
21.0,1654,21074.156731
21.0,1650,21108.415387
21.0,1653,21142.385293
21.0,1648,21176.183227
14.0,2190,21220.848436
21.0,1651,21254.953111
21.0,1650,21287.047113
17.0,1829,21325.598354
21.0,1669,21359.6994
21.0,1669,21393.777338
21.0,1669,21428.043437
21.0,1654,21461.792751
21.0,1668,21495.793549
21.0,1649,21529.762203
21.0,1651,21561.664695
20.0,1800,21598.302007
21.0,1651,21632.251596
16.0,1959,21673.45279
21.0,1674,21707.504527
21.0,1695,21741.811092
21.0,1672,21775.903507
21.0,1675,21809.880175
21.0,1669,21843.925197
21.0,1652,21877.728815
21.0,1650,21911.589186
21.0,1650,21945.541808
21.0,1652,21979.585011
21.0,1649,22012.071159
12.0,2095,22056.23186
21.0,1674,22090.373757
17.0,2123,22132.72976
21.0,1673,22168.624262
21.0,1655,22200.71685
21.0,1649,22234.585467
21.0,1650,22268.421789
20.0,1722,22304.673887
21.0,1667,22338.818854
21.0,1669,22373.076046
21.0,1669,22407.093186
21.0,1649,22440.923309
20.0,1902,22478.118261
21.0,1648,22512.00151
19.0,1785,22548.583099
21.0,1675,22582.799783
21.0,1653,22616.882955
21.0,1668,22650.991576
21.0,1654,22684.795262
21.0,1667,22718.763034
21.0,1671,22752.69233
21.0,1653,22786.605946
21.0,1652,22820.496445
21.0,1650,22854.270671
21.0,1675,22888.381477
21.0,1652,22922.446314
21.0,1668,22956.310692
18.0,1948,22995.712151
18.0,1823,23032.451456
21.0,1653,23066.259395
21.0,1655,23100.339114
21.0,1817,23136.980937
21.0,1652,23170.825774
21.0,1650,23204.646665
21.0,1671,23238.832949
21.0,1670,23272.85361
20.0,1728,23309.074205
20.0,1816,23345.532562
21.0,1651,23379.384761
21.0,1653,23411.155016
21.0,1667,23445.18136
20.0,1887,23484.254256
21.0,1648,23518.332649
21.0,1653,23552.132347
21.0,1671,23586.218932
21.0,1674,23620.357047
21.0,1672,23654.223117
20.0,1663,23688.056312
21.0,1648,23722.074989
21.0,1649,23756.101596
20.0,1705,23790.455207
21.0,1695,23824.676344
20.0,1723,23860.817831
21.0,1670,23894.747455
21.0,1652,23928.735316
21.0,1650,23962.76687
21.0,1650,23994.78253
20.0,1798,24031.485337
20.0,1722,24067.672096
21.0,1654,24101.700456
21.0,1674,24135.864594
21.0,1653,24169.783869
19.0,1761,24206.140827
21.0,1668,24240.166017
21.0,1655,24272.157255
21.0,1651,24306.050816
21.0,1670,24340.154823
21.0,1669,24374.249855
20.0,1725,24410.552338
19.0,1789,24447.338926
21.0,1670,24481.245788
15.0,2035,24522.851672
21.0,1653,24556.767322
21.0,1671,24590.939318
15.0,2095,24633.186149
21.0,1673,24667.246665
21.0,1675,24701.207798
21.0,1652,24735.479468
21.0,1654,24769.465687
21.0,1668,24803.301524
21.0,1654,24837.429825
21.0,1671,24871.630777
21.0,1649,24905.428751
20.0,1722,24939.816027
20.0,1879,24978.912888
21.0,1649,25012.988758
21.0,1673,25046.918415
21.0,1669,25081.007233
21.0,1654,25114.875888
21.0,1654,25148.844169
21.0,1651,25182.733363
21.0,1675,25216.839306
21.0,1670,25250.722556
21.0,1671,25284.793621
21.0,1668,25319.093429
21.0,1674,25353.236449
21.0,1648,25387.081658
20.0,1717,25421.310908
21.0,1670,25455.282483
21.0,1670,25489.387563
21.0,1669,25523.53691
21.0,1673,25557.656537
21.0,1670,25591.807985
21.0,1670,25625.991
21.0,1648,25659.967284
21.0,1671,25694.112795
21.0,1667,25728.132738
17.0,1911,25767.212323
21.0,1648,25801.069721
21.0,1670,25835.181462
21.0,1652,25868.97663
19.0,1742,25903.366356
21.0,1668,25937.556405
21.0,1648,25971.258922
21.0,1654,26004.952798
21.0,1650,26038.908257
21.0,1653,26073.039585
21.0,1652,26106.8499
21.0,1653,26140.758379
21.0,1672,26174.845127
21.0,1669,26208.846308
21.0,1650,26243.062629
21.0,1652,26277.115193
21.0,1674,26311.382043
21.0,1670,26345.386234
21.0,1649,26379.163867
20.0,1712,26413.542767
21.0,1671,26447.586875
21.0,1669,26481.659097
21.0,1674,26515.849826
21.0,1669,26549.917463
21.0,1649,26583.703588
21.0,1668,26617.64894
21.0,1670,26651.714778
20.0,1764,26688.102248
20.0,1704,26722.188722
20.0,1727,26756.563355
21.0,1673,26792.539495
21.0,1651,26824.546667
21.0,1668,26858.735029
21.0,1670,26892.745535
21.0,1667,26926.880409
17.0,2059,26970.494185
21.0,1669,27004.494743
21.0,1654,27036.584634
18.0,2018,27078.112859
20.0,1914,27117.613427
21.0,1671,27151.631971
21.0,1670,27185.747777
21.0,1655,27219.715404
19.0,1754,27256.207032
21.0,1670,27290.141548
21.0,1673,27324.180658
21.0,1670,27358.197967
21.0,1674,27392.164399
21.0,1651,27426.12575
21.0,1654,27460.10511
21.0,1653,27494.104141
21.0,1673,27528.004515
21.0,1675,27562.070938
21.0,1654,27596.070174
21.0,1674,27630.201148
21.0,1668,27664.232172
20.0,2284,27711.411414
21.0,1669,27745.590968
21.0,1649,27779.522531
21.0,1650,27811.492706
21.0,1655,27845.363807
21.0,1650,27879.239664
21.0,1649,27913.188535
21.0,1648,27947.030044
21.0,1648,27980.934131
13.0,2277,28028.162133
21.0,1654,28060.26328
21.0,1671,28096.078483
21.0,1655,28128.380615
21.0,1674,28162.38244
19.0,1828,28201.121177
21.0,1670,28235.087057
21.0,1652,28269.029812
21.0,1653,28302.859742
21.0,1670,28337.103818
21.0,1651,28369.283612
20.0,1830,28407.958922
21.0,1654,28442.033241
19.0,1960,28481.545208
21.0,1669,28515.49448
20.0,1823,28552.178649
21.0,1673,28586.58892
21.0,1651,28620.720725
21.0,1654,28654.520013
21.0,1668,28688.478662
21.0,1653,28722.643703
21.0,1651,28756.541112
21.0,1648,28790.334493
21.0,1672,28824.463464
20.0,1706,28858.750392
21.0,1668,28892.743666
21.0,1670,28926.9237
16.0,2027,28968.658842
21.0,1653,29002.737417
13.0,2539,29054.94006
21.0,1652,29088.810191
21.0,1671,29122.996661
21.0,1671,29157.727777
20.0,1724,29192.708829
21.0,1650,29226.637895
21.0,1652,29260.559845
21.0,1671,29294.508343
21.0,1655,29328.426431
21.0,1671,29362.58058
21.0,1652,29396.443341
21.0,1667,29430.337449
21.0,1668,29464.528973
21.0,1651,29498.563659
21.0,1667,29532.659523
18.0,1867,29570.434761
21.0,1651,29604.853899
21.0,1653,29638.823439
21.0,1673,29674.066931
21.0,1655,29709.532272
17.0,1871,29748.564228
21.0,1653,29780.566159
21.0,1649,29814.5733
21.0,1667,29848.598876
21.0,1653,29884.038356
21.0,1754,29921.225677
21.0,1652,29955.25554
21.0,1674,29989.263154
21.0,1673,30023.977515
20.0,1707,30059.336333
21.0,1668,30093.387109
21.0,1650,30127.40829
21.0,1655,30161.244442
20.0,1701,30195.485752
19.0,1755,30231.998464
21.0,1654,30266.897773
21.0,1671,30303.429102
21.0,1669,30337.418702
21.0,1667,30371.484807
21.0,1649,30405.302289
21.0,1674,30439.254516
21.0,1669,30473.245916
21.0,1672,30507.327677
21.0,1653,30541.297435
19.0,1951,30580.907301
21.0,1652,30614.864926
21.0,1675,30649.015972
21.0,1671,30683.037235
21.0,1652,30717.196124
21.0,1669,30751.213617
16.0,2049,30792.976285
20.0,1726,30829.264974
21.0,1669,30863.213658
21.0,1669,30897.103237
21.0,1654,30929.989166
18.0,1959,30971.959166
21.0,1651,31006.395712
18.0,1920,31045.784303
20.0,1830,31083.482698
21.0,1669,31118.262163
21.0,1674,31152.241821
21.0,1650,31186.24685
21.0,1670,31220.265372
21.0,1649,31255.029112
21.0,1651,31290.340651
20.0,1743,31326.99983
21.0,1649,31363.642047
21.0,1669,31401.740223
21.0,1672,31437.397497
21.0,1649,31471.731813
21.0,1675,31509.629536
21.0,1649,31547.893116
21.0,1649,31585.515953
21.0,1667,31624.162512
21.0,1651,31662.214267
21.0,1669,31696.305243
21.0,1670,31730.255146
21.0,1652,31764.037285
21.0,1654,31797.966573
21.0,1670,31831.997581
21.0,1654,31865.995066
21.0,1653,31899.622098
21.0,1653,31937.199974
21.0,1668,31975.837284
21.0,1671,32014.28094
21.0,1672,32052.71986
21.0,1669,32091.137799
21.0,1652,32129.563626
21.0,1671,32168.235952
18.0,1817,32211.994921
21.0,1672,32250.456911
21.0,1651,32286.732239
20.0,1818,32326.089285
21.0,1651,32360.656193
21.0,1672,32395.374355
21.0,1668,32429.283494
21.0,1648,32461.311725
21.0,1669,32497.374117
21.0,1673,32531.574815
20.0,1703,32565.903632
21.0,1651,32601.01744
21.0,1653,32635.42936
19.0,1988,32675.28189
21.0,1674,32710.031195
21.0,1668,32744.752462
21.0,1673,32779.609676
21.0,1668,32813.732038
21.0,1673,32848.309774
21.0,1755,32885.855859
21.0,1674,32921.035596
21.0,1668,32955.178847
21.0,1652,32988.980455
21.0,1675,33023.109652
21.0,1653,33057.137409
21.0,1673,33091.130368
21.0,1655,33125.239026
21.0,1674,33159.379622
21.0,1653,33193.240559
21.0,1654,33227.287275
21.0,1648,33261.193027
21.0,1652,33295.351697
21.0,1649,33327.416849
21.0,1651,33361.271339
21.0,1651,33395.16081
21.0,1653,33429.268243
21.0,1671,33463.307281
21.0,1672,33497.298003
21.0,1650,33531.089044
21.0,1671,33565.13634
21.0,1671,33599.344104
21.0,1671,33633.318017
21.0,1668,33667.197114
21.0,1673,33701.250098
21.0,1667,33735.643296
21.0,1671,33769.79271
21.0,1653,33803.7077
21.0,1696,33837.887428
21.0,1650,33871.724309
17.0,2068,33913.742422
21.0,1667,33947.776096
21.0,1670,33981.841276
21.0,1651,34015.982366
21.0,1671,34050.129712
21.0,1648,34083.983414
21.0,1652,34118.077493
21.0,1673,34152.222127
21.0,1653,34186.258844
21.0,1674,34220.437424
21.0,1648,34254.548696
21.0,1649,34288.628215
21.0,1654,34322.842841
20.0,1906,34361.928078
21.0,1669,34395.909919
21.0,1650,34429.870127
21.0,1649,34462.008571
21.0,1670,34496.062006
21.0,1672,34531.939019
21.0,1673,34566.073412
21.0,1801,34602.790968
21.0,1654,34636.907644
21.0,1674,34671.038263
21.0,1672,34705.058732
20.0,1705,34739.355871
21.0,1671,34773.429961
21.0,1648,34807.149147
20.0,1891,34846.43736
21.0,1670,34880.567532
21.0,1667,34914.846799
21.0,1648,34948.909559
19.0,2130,34991.207679
21.0,1667,35025.306556
21.0,1669,35059.517963
21.0,1847,35098.214994
21.0,1654,35130.187638
21.0,1651,35164.211167
21.0,1667,35198.165131
21.0,1652,35232.355724
21.0,1655,35266.11691
21.0,1655,35300.051479
21.0,1654,35334.041751
21.0,1648,35367.988087
21.0,1652,35401.899125
21.0,1648,35435.886787
21.0,1653,35469.769211
21.0,1648,35501.769335
21.0,1652,35536.409948
21.0,1653,35570.582038
21.0,1672,35604.684356
21.0,1648,35638.656556
21.0,1673,35672.647559
21.0,1669,35706.664405
21.0,1652,35740.625585
21.0,1673,35774.699079
21.0,1670,35808.854914
21.0,1649,35842.802282
21.0,1669,35876.947372
21.0,1654,35910.986952
21.0,1675,35945.254993
21.0,1649,35979.324318
21.0,1649,36013.111397
21.0,1667,36047.146754
21.0,1649,36081.126395
21.0,1652,36113.544924
21.0,1654,36147.56607
21.0,1672,36181.600841
21.0,1651,36215.423427
21.0,1672,36249.256028
21.0,1651,36283.078817
21.0,1648,36317.117611
21.0,1654,36350.92161
21.0,1655,36384.801155
21.0,1650,36419.065432
