# {"env_id": "PongNoFrameskip-v4", "t_start": 1579667593.7211177} 
r,l,t
21.0,3016,10692.110773
20.0,3009,10760.301742
19.0,2435,10816.458372
20.0,2690,10878.370789
19.0,2721,10942.353828
21.0,3057,11007.777201
17.0,3499,11089.749817
21.0,2352,11143.1687
20.0,3079,11214.091897
17.0,3263,11290.290666
21.0,2291,11343.123257
21.0,2957,11411.195972
20.0,3307,11485.30001
21.0,2641,11547.155181
20.0,2644,11608.767578
21.0,2292,11661.969204
19.0,2500,11718.45591
20.0,2324,11771.645974
21.0,3160,11845.156334
21.0,3055,11915.816365
-1.0,3849,12004.402761
15.0,2762,12066.668762
21.0,2289,12119.955309
21.0,2764,12184.514638
19.0,2652,12246.330069
21.0,2290,12297.224372
21.0,2577,12356.541857
21.0,3060,12427.274835
21.0,3058,12498.148276
19.0,2372,12553.598664
20.0,2465,12609.92463
16.0,3364,12686.709663
21.0,2576,12745.710107
20.0,3116,12818.969959
21.0,2958,12887.088906
21.0,3061,12957.741246
21.0,3009,13026.007249
21.0,2953,13093.986866
21.0,2578,13153.162535
20.0,2559,13212.159737
20.0,2259,13265.003505
21.0,3060,13336.031439
17.0,3234,13410.006032
21.0,2305,13463.150915
20.0,3051,13534.052599
21.0,3011,13602.427074
19.0,3116,13675.900727
17.0,3234,13750.020993
20.0,2321,13803.425683
21.0,2955,13871.378909
20.0,2522,13930.297404
21.0,3104,14001.160905
20.0,2628,14063.103607
21.0,2575,14122.295246
16.0,3324,14199.101918
21.0,3011,14267.536666
21.0,3056,14338.319655
21.0,2293,14391.179702
20.0,2977,14459.184529
19.0,2709,14521.325842
18.0,2610,14582.9287
21.0,3055,14653.594445
20.0,2317,14706.720282
21.0,2287,14759.80566
19.0,3198,14833.356652
19.0,3144,14904.473891
21.0,2475,14961.165891
21.0,2960,15029.22295
18.0,3191,15102.907044
21.0,2348,15158.522758
20.0,2632,15218.188423
17.0,2883,15285.924827
21.0,3012,15354.326518
21.0,2576,15413.618687
21.0,3101,15486.969409
21.0,3014,15555.373452
19.0,2708,15617.947385
18.0,3148,15691.527851
21.0,2289,15740.40218
20.0,2282,15787.324137
20.0,3260,15853.206199
21.0,2960,15913.340856
21.0,2574,15965.408273
20.0,3175,16030.845087
21.0,3056,16093.325639
21.0,2579,16145.465464
21.0,2290,16192.516025
21.0,3059,16255.142709
20.0,2322,16302.122935
21.0,2957,16362.47902
20.0,3218,16427.790438
21.0,2574,16480.347003
21.0,2287,16527.239975
16.0,3200,16592.552964
21.0,2574,16645.134731
19.0,3156,16710.17374
20.0,2342,16757.36636
18.0,2504,16809.39051
18.0,3262,16874.851193
21.0,2349,16922.149374
21.0,3057,16984.799473
21.0,3059,17047.369083
19.0,3026,17109.681867
21.0,2171,17154.052427
20.0,2221,17198.676473
13.0,3403,17269.286479
15.0,2437,17319.049091
21.0,1697,17353.150306
20.0,1747,17387.642478
21.0,1668,17423.506995
20.0,1767,17458.029062
21.0,1693,17494.011987
21.0,1786,17528.878273
21.0,1715,17565.004925
20.0,1972,17604.664008
21.0,1671,17638.879195
18.0,2401,17688.46714
17.0,1976,17728.025344
21.0,1695,17763.891096
15.0,2295,17811.058627
21.0,1671,17845.105426
21.0,1715,17879.470098
18.0,1815,17916.252767
21.0,1782,17952.874946
20.0,1747,17989.236517
19.0,1757,18023.795398
21.0,1784,18060.255919
19.0,1770,18096.722723
21.0,1789,18133.348882
20.0,1765,18169.637335
21.0,1695,18203.783548
20.0,1784,18240.285429
20.0,1765,18276.869263
21.0,1789,18313.587359
21.0,1783,18350.030687
21.0,1696,18384.125781
21.0,1716,18418.553164
21.0,1668,18452.48245
21.0,1784,18489.14173
18.0,1963,18530.393398
12.0,2604,18582.893574
20.0,1749,18619.169813
15.0,2154,18661.507274
20.0,1744,18697.802639
14.0,2260,18744.573308
21.0,1655,18778.712448
14.0,2190,18823.154799
21.0,1649,18855.063018
21.0,1746,18891.267939
17.0,2164,18935.503759
20.0,1722,18969.807431
21.0,1653,19003.570792
21.0,1648,19037.704992
17.0,2003,19079.109475
21.0,1669,19113.027839
20.0,1762,19149.27142
21.0,1652,19181.343608
21.0,1648,19214.963915
21.0,1670,19248.938072
21.0,1648,19282.780607
21.0,1674,19316.975801
19.0,1812,19353.795702
21.0,1654,19387.71818
21.0,1670,19421.754662
21.0,1651,19455.559215
18.0,2018,19497.144117
21.0,1652,19531.125789
21.0,1669,19565.2707
20.0,1738,19599.633921
21.0,1653,19633.607999
21.0,1675,19667.726247
21.0,1648,19701.70483
21.0,1654,19735.694618
21.0,1669,19769.779376
21.0,1649,19803.838223
21.0,1671,19837.674195
21.0,1654,19871.511666
21.0,1649,19905.393508
21.0,1651,19939.537653
21.0,1654,19973.472164
21.0,1650,20007.245641
20.0,1684,20041.354264
19.0,1757,20075.828686
21.0,1655,20109.785277
21.0,1672,20143.844893
21.0,1649,20177.651921
21.0,1673,20211.858106
20.0,1718,20247.955271
21.0,1670,20281.883729
21.0,1670,20315.94718
21.0,1652,20349.894537
21.0,1651,20383.9376
21.0,1649,20415.974391
21.0,1650,20449.825502
21.0,1649,20483.643904
21.0,1674,20517.645262
21.0,1667,20551.388154
21.0,1710,20587.471947
18.0,1943,20626.856626
19.0,1793,20663.433393
21.0,1670,20697.469341
10.0,2663,20752.213591
19.0,1845,20789.158719
19.0,1900,20828.324561
20.0,1765,20864.6138
21.0,1668,20898.655161
21.0,1650,20930.663958
21.0,1668,20964.723627
21.0,1672,21000.57067
21.0,1655,21032.714557
21.0,1650,21066.467729
20.0,1746,21103.077903
21.0,1653,21137.183747
18.0,1883,21176.053671
21.0,1650,21208.236254
21.0,1672,21242.395424
21.0,1668,21276.563981
21.0,1650,21310.340684
21.0,1669,21344.444332
21.0,1651,21378.266913
21.0,1649,21412.550553
21.0,1672,21446.521639
20.0,1712,21482.519055
21.0,1670,21516.623534
20.0,1742,21550.997867
21.0,1653,21584.883538
21.0,1667,21618.879271
21.0,1649,21652.714197
21.0,1650,21686.571293
21.0,1648,21720.620521
21.0,1669,21754.602356
20.0,1796,21791.248395
21.0,1654,21825.128295
21.0,1671,21859.123985
21.0,1653,21893.085821
21.0,1673,21927.119192
21.0,1673,21961.199296
21.0,1652,21995.355334
21.0,1652,22027.68719
21.0,1651,22061.703131
19.0,1860,22100.725794
20.0,1727,22135.134461
21.0,1670,22169.166216
21.0,1668,22203.20786
21.0,1649,22237.047329
21.0,1650,22270.90299
21.0,1652,22304.881978
20.0,1702,22339.255024
21.0,1651,22373.377557
17.0,2043,22415.115832
21.0,1672,22449.102446
21.0,1673,22483.107387
21.0,1675,22517.123193
21.0,1672,22551.263295
21.0,1648,22585.286801
21.0,1673,22619.488733
21.0,1653,22653.482186
21.0,1650,22687.311527
21.0,1654,22721.212186
21.0,1671,22755.100531
21.0,1670,22789.124428
21.0,1649,22823.002781
21.0,1669,22856.874939
21.0,1651,22890.839656
21.0,1649,22924.906195
21.0,1650,22956.825893
20.0,1706,22992.887564
21.0,1670,23026.9201
21.0,1653,23060.720422
21.0,1754,23095.320736
21.0,1649,23129.226663
21.0,1697,23165.176443
21.0,1652,23197.092378
21.0,1669,23231.207398
21.0,1650,23265.167796
14.0,2238,23311.80234
21.0,1654,23345.469229
21.0,1655,23379.354375
21.0,1671,23413.100699
21.0,1668,23447.126972
21.0,1671,23481.158572
21.0,1653,23515.307743
21.0,1671,23549.198019
21.0,1650,23581.288599
21.0,1670,23617.275956
21.0,1674,23651.174621
21.0,1653,23683.085273
21.0,1670,23719.002064
21.0,1672,23753.232398
20.0,1783,23788.01583
21.0,1673,23823.996956
16.0,1940,23863.299839
21.0,1754,23897.7868
19.0,1823,23936.410058
21.0,1649,23968.591603
21.0,1698,24004.650728
21.0,1654,24038.642412
21.0,1654,24072.57638
21.0,1650,24104.742962
20.0,1720,24141.055865
21.0,1648,24174.903039
21.0,1675,24208.879011
21.0,1650,24242.774487
16.0,2036,24284.427194
21.0,1669,24318.494936
19.0,1880,24355.656687
21.0,1651,24389.571536
21.0,1668,24423.798495
20.0,1706,24458.146804
19.0,1759,24494.471833
19.0,1799,24530.988789
17.0,1993,24572.525488
21.0,1670,24606.856126
21.0,1673,24640.886739
21.0,1780,24677.356181
21.0,1652,24711.411363
21.0,1652,24743.769784
21.0,1674,24779.470134
21.0,1649,24811.540299
21.0,1648,24845.541925
20.0,1861,24884.567613
21.0,1673,24918.585698
21.0,1671,24952.638136
21.0,1671,24986.804312
21.0,1672,25020.974689
21.0,1651,25054.738664
21.0,1669,25088.839281
20.0,1766,25125.295486
21.0,1653,25159.23037
18.0,1969,25198.719306
20.0,1728,25233.011251
21.0,1652,25266.951161
21.0,1653,25300.972472
21.0,1669,25335.277456
21.0,1668,25369.300454
20.0,1808,25405.885726
21.0,1673,25439.868551
21.0,1649,25473.83247
21.0,1670,25507.952609
21.0,1673,25542.017702
20.0,1743,25578.386805
21.0,1670,25612.747914
21.0,1668,25646.82944
21.0,1651,25680.797219
21.0,1649,25714.76763
21.0,1653,25748.654077
21.0,1670,25782.549957
21.0,1652,25816.557591
21.0,1648,25848.565021
20.0,1718,25884.688107
21.0,1651,25918.75241
21.0,1653,25952.52091
21.0,1674,25986.336882
21.0,1673,26020.283674
21.0,1649,26054.424731
21.0,1675,26088.467832
21.0,1667,26122.400423
21.0,1669,26156.374719
21.0,1655,26190.377378
21.0,1653,26224.550017
21.0,1651,26256.674495
21.0,1652,26290.868059
21.0,1671,26324.955797
21.0,1669,26358.881356
21.0,1650,26392.74605
21.0,1650,26426.803025
18.0,1852,26465.617484
18.0,1921,26504.771459
21.0,1652,26537.12099
21.0,1675,26573.005298
19.0,1969,26612.354077
21.0,1649,26646.239748
19.0,1834,26683.094825
21.0,1669,26717.001095
21.0,1669,26751.046983
21.0,1650,26784.984795
21.0,1648,26818.838178
21.0,1673,26852.897199
21.0,1667,26886.998994
21.0,1670,26921.16375
21.0,1649,26954.941015
20.0,1726,26989.253426
21.0,1655,27023.202515
17.0,1997,27064.690429
21.0,1649,27098.644617
21.0,1652,27132.787716
20.0,1743,27167.315248
21.0,1672,27201.497676
21.0,1652,27235.424665
21.0,1669,27269.375266
21.0,1655,27303.166836
21.0,1675,27337.298176
21.0,1651,27371.196703
21.0,1879,27410.192737
21.0,1651,27444.189195
21.0,1652,27476.252547
20.0,1816,27514.829856
19.0,1758,27549.255692
21.0,1655,27583.199622
20.0,1856,27622.199471
21.0,1651,27656.140124
19.0,1933,27695.514687
21.0,1653,27729.665932
21.0,1651,27761.77085
21.0,1674,27797.65525
21.0,1669,27831.59269
21.0,1670,27865.541658
21.0,1674,27899.722629
21.0,1674,27933.688355
21.0,1654,27967.619769
21.0,1654,28001.685999
21.0,1672,28035.891787
21.0,1675,28069.991748
21.0,1648,28101.928808
18.0,1916,28141.331575
21.0,1653,28175.257776
21.0,1654,28209.228753
21.0,1653,28243.109734
21.0,1668,28277.068206
20.0,1793,28313.841145
15.0,2120,28358.136216
21.0,1651,28392.047603
19.0,2030,28432.023119
21.0,1668,28466.006933
21.0,1650,28499.980226
21.0,1649,28533.799693
20.0,1701,28568.187702
21.0,1653,28602.343525
20.0,1706,28638.544321
20.0,1707,28672.667574
19.0,1755,28709.128154
21.0,1670,28743.274075
21.0,1653,28777.166107
21.0,1670,28811.223806
21.0,1673,28845.27226
21.0,1653,28879.236934
21.0,1673,28913.457814
21.0,1651,28947.327749
21.0,1673,28981.357633
20.0,1725,29015.856896
21.0,1649,29049.800458
18.0,2033,29091.53683
21.0,1667,29125.710441
21.0,1648,29160.312835
21.0,1651,29194.864518
21.0,1668,29228.898916
21.0,1655,29260.961377
21.0,1653,29294.814116
21.0,1648,29328.693343
20.0,1732,29365.062164
21.0,1651,29398.924165
21.0,1652,29432.734569
21.0,1654,29464.989737
21.0,1674,29499.136364
21.0,1673,29535.119276
21.0,1651,29567.89307
21.0,1650,29602.318532
20.0,1723,29638.552776
21.0,1650,29673.660888
21.0,1651,29707.237725
21.0,1651,29741.286822
20.0,1705,29777.307559
21.0,1655,29811.34182
21.0,1652,29843.429575
21.0,1649,29878.247167
21.0,1671,29913.551697
21.0,1675,29947.857882
21.0,1670,29981.82668
21.0,1669,30018.39306
21.0,1672,30053.467957
21.0,1673,30087.601732
21.0,1653,30121.6244
21.0,1670,30155.6346
21.0,1668,30189.600804
21.0,1669,30223.791737
21.0,1671,30258.687263
18.0,1931,30300.558745
21.0,1668,30334.508955
21.0,1670,30368.580462
21.0,1652,30402.466642
21.0,1654,30436.343477
21.0,1651,30468.287991
21.0,1673,30502.419502
19.0,1984,30543.962999
21.0,1671,30578.129064
21.0,1653,30612.070918
21.0,1654,30646.116131
21.0,1649,30679.972313
21.0,1669,30714.293268
21.0,1668,30748.2861
21.0,1669,30782.301466
20.0,1765,30818.732763
20.0,1740,30853.131788
20.0,1707,30887.225103
20.0,1944,30929.235926
21.0,1670,30963.875259
21.0,1654,30997.786249
20.0,1743,31032.991865
21.0,1652,31067.140515
20.0,1703,31102.416259
21.0,1651,31136.726152
21.0,1667,31170.708973
19.0,1846,31209.539858
21.0,1669,31244.423634
20.0,1746,31278.940067
21.0,1649,31316.283677
21.0,1655,31351.640168
21.0,1672,31390.088392
21.0,1669,31425.779916
21.0,1651,31461.141171
21.0,1648,31497.42451
20.0,1742,31536.470455
21.0,1653,31574.082311
21.0,1650,31612.514929
21.0,1671,31651.162435
21.0,1668,31686.139839
21.0,1669,31720.148171
21.0,1667,31754.006587
21.0,1673,31787.936982
21.0,1675,31822.091185
21.0,1651,31856.039276
21.0,1674,31890.629039
21.0,1654,31928.261423
21.0,1669,31966.835412
21.0,1675,32005.298118
21.0,1670,32043.733726
21.0,1672,32082.327284
21.0,1669,32120.734017
21.0,1674,32161.526274
21.0,1670,32200.012717
21.0,1673,32238.601796
20.0,1728,32277.542606
21.0,1671,32313.339291
21.0,1669,32347.240199
21.0,1650,32381.954705
21.0,1654,32416.427255
21.0,1654,32450.344461
21.0,1649,32484.292693
21.0,1653,32518.482227
13.0,2388,32566.13614
21.0,1654,32601.310243
20.0,1760,32638.173034
21.0,1808,32675.084225
21.0,1674,32709.844938
21.0,1650,32744.457795
21.0,1652,32779.154125
21.0,1650,32813.187109
21.0,1668,32847.737877
21.0,1668,32882.915309
19.0,2203,32928.727182
21.0,1673,32962.904795
21.0,1651,32996.64555
21.0,1668,33030.82962
21.0,1653,33064.778213
21.0,1670,33098.76184
21.0,1648,33132.839371
21.0,1674,33166.977907
21.0,1667,33200.873482
20.0,1696,33235.117236
21.0,1670,33269.301258
21.0,1650,33303.391012
21.0,1649,33337.307503
21.0,1669,33371.235317
21.0,1674,33405.323642
21.0,1670,33439.511799
21.0,1673,33473.542061
21.0,1668,33507.431171
21.0,1653,33541.346126
21.0,1648,33575.227619
20.0,1808,33612.125822
21.0,1650,33645.9217
21.0,1654,33679.807679
21.0,1668,33714.076458
21.0,1672,33748.275995
21.0,1652,33782.223666
21.0,1653,33814.242143
21.0,1672,33848.285044
21.0,1669,33884.170048
21.0,1653,33916.255772
21.0,1670,33950.317814
21.0,1668,33984.34084
21.0,1669,34018.657015
21.0,1670,34054.633701
21.0,1648,34086.599467
21.0,1650,34120.675907
21.0,1648,34154.707022
21.0,1670,34188.850673
21.0,1649,34222.844554
21.0,1649,34256.982189
21.0,1667,34291.162841
21.0,1649,34325.367071
21.0,1652,34359.220867
21.0,1653,34393.086899
21.0,1654,34425.237163
21.0,1668,34459.288548
21.0,1671,34493.370545
21.0,1675,34529.261614
21.0,1655,34561.450279
21.0,1650,34595.405266
21.0,1670,34629.653291
20.0,1883,34668.696837
21.0,1691,34702.847319
21.0,1673,34736.95122
21.0,1669,34771.001594
21.0,1669,34804.864291
21.0,1649,34838.918528
21.0,1648,34872.877969
21.0,1844,34910.186983
21.0,1670,34946.228687
21.0,1655,34978.288553
21.0,1670,35012.380646
21.0,1667,35046.529057
21.0,1672,35082.471217
21.0,1651,35114.432147
21.0,1672,35148.35634
21.0,1649,35182.296867
21.0,1672,35216.669613
21.0,1650,35250.488492
20.0,1704,35286.516328
21.0,1670,35320.521186
21.0,1675,35354.629735
21.0,1668,35388.676436
21.0,1654,35422.769387
21.0,1668,35456.738325
21.0,1651,35488.698847
21.0,1648,35523.326328
21.0,1649,35557.37679
21.0,1672,35591.567163
21.0,1668,35625.608588
20.0,1763,35661.988881
21.0,1651,35695.923854
21.0,1652,35729.764991
21.0,1651,35763.756896
21.0,1651,35797.716183
21.0,1671,35831.861894
21.0,1669,35865.960806
21.0,1669,35900.177794
21.0,1653,35934.381191
21.0,1648,35966.494018
21.0,1651,36000.43251
21.0,1648,36034.230908
21.0,1673,36068.294909
21.0,1670,36102.511299
21.0,1649,36136.675711
21.0,1648,36170.652874
21.0,1648,36204.496719
21.0,1649,36238.245617
21.0,1654,36272.075816
21.0,1654,36304.288365
21.0,1669,36340.03421
21.0,1675,36373.977806
21.0,1649,36406.185604
