# {"t_start": 1579667593.734177, "env_id": "PongNoFrameskip-v4"} 
r,l,t
21.0,1655,33048.977793
21.0,1654,33082.894205
21.0,1673,33117.038397
21.0,1668,33151.137192
21.0,1673,33185.186456
21.0,1651,33219.125993
21.0,1673,33253.209645
21.0,1669,33287.387387
21.0,1649,33321.427188
19.0,1972,33360.865963
21.0,1669,33394.877433
21.0,1648,33428.937881
21.0,1655,33462.880708
21.0,1649,33496.760877
21.0,1671,33530.670806
21.0,1652,33562.747193
21.0,1653,33596.762931
21.0,1671,33630.832729
21.0,1672,33664.716192
21.0,1671,33700.639426
21.0,1672,33735.055326
21.0,1668,33769.152867
21.0,1650,33801.193214
21.0,1667,33835.226533
18.0,1925,33874.446098
21.0,1672,33910.365943
21.0,1650,33942.439059
21.0,1671,33976.462323
21.0,1670,34010.721377
21.0,1669,34046.762771
21.0,1648,34078.747782
21.0,1675,34112.932718
20.0,1742,34149.348914
21.0,1673,34183.511214
21.0,1652,34217.585669
21.0,1650,34251.70682
21.0,1649,34285.783408
19.0,2128,34328.410428
21.0,1654,34362.271045
21.0,1668,34396.258965
21.0,1652,34430.222445
21.0,1670,34464.340423
21.0,1672,34498.412629
21.0,1649,34532.290642
21.0,1667,34566.37568
21.0,1792,34603.048437
21.0,1670,34637.255246
21.0,1652,34671.257706
21.0,1672,34705.27596
21.0,1669,34739.382794
21.0,1653,34773.326271
21.0,1673,34807.207533
21.0,1670,34841.41174
21.0,1654,34875.397439
20.0,1703,34909.98297
21.0,1673,34944.158313
21.0,1671,34978.186599
21.0,1667,35012.261017
21.0,1671,35046.43185
21.0,1648,35080.381569
21.0,1668,35114.309803
20.0,1712,35150.34317
21.0,1673,35184.421184
21.0,1672,35218.824824
21.0,1673,35252.771905
21.0,1654,35286.635584
21.0,1652,35320.523824
21.0,1674,35354.616893
21.0,1652,35388.563494
21.0,1653,35420.764174
21.0,1648,35454.619974
21.0,1652,35488.477506
21.0,1654,35523.134199
21.0,1668,35557.282211
21.0,1652,35591.368008
19.0,1824,35628.192231
21.0,1758,35664.530681
21.0,1648,35698.470121
21.0,1648,35732.304877
21.0,1670,35766.416207
21.0,1649,35800.36176
21.0,1670,35834.464332
21.0,1649,35866.575308
21.0,1650,35900.687335
21.0,1655,35934.944303
21.0,1672,35969.052465
21.0,1649,36002.94116
21.0,1671,36036.901286
21.0,1674,36071.009027
20.0,1885,36110.366033
21.0,1654,36144.388572
21.0,1670,36178.526819
21.0,1673,36212.436583
21.0,1669,36246.242109
21.0,1672,36280.190828
21.0,1650,36314.293179
21.0,1654,36348.049504
21.0,1648,36381.880328
21.0,1653,36416.20845
