# {"t_start": 1579667593.756607, "env_id": "PongNoFrameskip-v4"} 
r,l,t
20.0,2322,13637.197263
21.0,2960,13705.275542
18.0,3200,13779.297206
21.0,2289,13830.283422
21.0,2958,13900.395062
21.0,3012,13968.697446
19.0,3060,14039.696407
19.0,3090,14110.642107
19.0,3087,14181.74375
20.0,2792,14246.680308
21.0,3057,14317.552876
21.0,2574,14376.445974
21.0,2583,14435.511466
21.0,3056,14506.211401
18.0,3182,14580.038841
21.0,2578,14639.147276
21.0,3000,14707.366578
19.0,3184,14780.947517
21.0,2577,14839.966917
20.0,2358,14895.408403
19.0,3209,14969.486249
21.0,3039,15040.18943
20.0,3069,15110.997414
21.0,3104,15182.076742
21.0,2291,15235.361263
21.0,2575,15294.721133
21.0,2289,15347.79986
21.0,2291,15398.70427
21.0,2289,15452.184817
21.0,2291,15505.187294
21.0,2291,15558.279235
21.0,3056,15629.482626
21.0,3010,15697.89242
20.0,2691,15753.914853
21.0,3059,15816.673673
17.0,3224,15884.139712
20.0,2553,15934.373167
21.0,2288,15981.229157
21.0,3012,16043.747814
21.0,2577,16095.975082
20.0,2687,16150.680296
21.0,2575,16203.241315
21.0,2577,16255.436734
21.0,2572,16307.622743
20.0,2543,16359.933997
21.0,2574,16412.102161
18.0,3100,16475.232879
20.0,3036,16537.708492
19.0,2813,16595.188118
21.0,3009,16657.771675
21.0,3012,16718.240137
21.0,2575,16770.6032
21.0,3058,16833.166447
21.0,3010,16895.360872
21.0,3057,16956.214247
21.0,3055,17018.605875
21.0,3102,17081.518267
21.0,2579,17135.708488
17.0,2374,17183.103123
14.0,3220,17248.661952
16.0,2992,17311.171402
21.0,1692,17345.235842
21.0,2080,17387.287127
21.0,1697,17421.417234
21.0,1694,17457.42819
19.0,2119,17499.683288
21.0,1693,17533.921863
21.0,1693,17568.136386
21.0,1717,17604.374407
20.0,1844,17641.464539
21.0,1671,17675.551613
19.0,1991,17717.053367
21.0,1673,17751.01443
21.0,1690,17785.044824
20.0,1747,17821.638197
19.0,1979,17861.203675
18.0,1988,17902.742763
18.0,2161,17947.267937
21.0,1697,17981.461876
21.0,1670,18015.492375
21.0,1695,18049.609153
20.0,1826,18086.33651
21.0,1785,18123.014692
21.0,1673,18156.932777
20.0,1665,18190.852097
21.0,1694,18226.809261
18.0,1807,18263.659249
18.0,1962,18303.257675
21.0,1694,18337.2804
21.0,1691,18371.440392
21.0,1785,18407.90765
21.0,1668,18442.038066
19.0,2008,18483.63973
21.0,1787,18520.182125
21.0,1714,18554.343537
21.0,1671,18588.470019
18.0,1850,18627.148279
21.0,1690,18661.171379
21.0,1697,18695.268411
20.0,1763,18731.731578
21.0,1722,18766.150762
18.0,2136,18810.45238
21.0,1693,18844.433383
21.0,1695,18878.540965
21.0,1672,18914.382701
19.0,1858,18951.190555
19.0,1957,18990.494416
19.0,1797,19027.387934
21.0,1668,19061.29623
15.0,2245,19107.811592
20.0,1740,19142.050249
21.0,1671,19176.05974
21.0,1672,19211.736036
21.0,1669,19245.677405
18.0,1913,19282.951401
20.0,1738,19319.424098
21.0,1675,19353.520337
21.0,1651,19387.432371
21.0,1654,19421.374778
18.0,1832,19458.138444
18.0,1948,19497.436073
21.0,1671,19531.534497
21.0,1649,19565.545042
21.0,1650,19599.383914
21.0,1673,19633.473852
17.0,2148,19677.919193
14.0,2273,19724.875542
19.0,1824,19761.724374
19.0,1854,19798.825791
16.0,2120,19842.788248
21.0,1668,19876.675925
21.0,1654,19910.743059
21.0,1671,19944.887675
21.0,1669,19978.86379
21.0,1653,20012.651418
21.0,1651,20046.59357
21.0,1653,20080.443546
20.0,1751,20114.994723
21.0,1671,20149.025139
21.0,1670,20182.968401
19.0,1827,20221.819717
20.0,1705,20255.94958
21.0,1745,20292.217024
20.0,1705,20326.430247
19.0,2012,20368.198258
21.0,1650,20400.222393
21.0,1723,20436.41687
21.0,1648,20470.246874
21.0,1667,20504.07839
21.0,1671,20537.972906
21.0,2053,20579.731873
18.0,1970,20619.362485
21.0,1669,20653.262684
19.0,1759,20689.710613
20.0,1703,20723.921033
21.0,1668,20757.928434
21.0,1671,20792.03356
21.0,1669,20826.096711
17.0,1980,20867.433182
18.0,1958,20906.816104
21.0,1669,20940.832369
21.0,1670,20974.888675
21.0,1650,21008.797822
21.0,1650,21042.692194
19.0,1861,21079.623573
20.0,1688,21116.018699
20.0,1832,21152.871068
21.0,1669,21186.832121
21.0,1648,21220.814425
20.0,1701,21255.201931
21.0,1651,21289.163941
21.0,1651,21322.935478
21.0,1651,21356.954736
21.0,1671,21390.976222
21.0,1648,21425.17241
18.0,1941,21464.333503
21.0,1652,21498.244241
21.0,1668,21532.347063
21.0,1674,21566.238087
21.0,1654,21600.156514
21.0,1668,21634.194552
21.0,1652,21666.151703
21.0,1651,21700.018398
20.0,1699,21736.176801
21.0,1650,21770.090574
21.0,1649,21802.176865
21.0,1649,21836.097982
21.0,1667,21869.929976
21.0,1651,21903.872974
20.0,1779,21940.467733
21.0,1672,21974.573759
21.0,1671,22008.988186
20.0,1742,22045.49931
18.0,1976,22085.077991
20.0,1740,22121.484543
21.0,1651,22155.414732
20.0,1701,22189.740285
21.0,1651,22223.597926
16.0,2072,22265.522562
21.0,1675,22299.529504
20.0,1718,22333.995969
21.0,1669,22368.291335
21.0,1651,22402.220881
16.0,2228,22448.73898
20.0,1828,22485.51678
21.0,1653,22519.410421
21.0,1696,22553.70079
21.0,1674,22587.843271
21.0,1649,22621.948041
20.0,1863,22660.924949
21.0,1653,22692.853362
21.0,1655,22726.726974
21.0,1672,22760.635915
18.0,1842,22799.374572
21.0,1674,22833.353189
21.0,1655,22867.138922
21.0,1650,22901.159627
21.0,1654,22935.259298
21.0,1649,22967.166909
17.0,1950,23008.405803
20.0,1720,23042.653284
21.0,1650,23076.45311
21.0,1649,23110.487711
21.0,1668,23144.453556
21.0,1651,23178.240789
21.0,1668,23212.30532
21.0,1667,23246.321006
20.0,1727,23280.712075
21.0,1652,23314.598015
19.0,1754,23350.741228
21.0,1649,23384.534993
21.0,1671,23418.314621
21.0,1650,23452.317178
21.0,1650,23484.362259
21.0,1668,23518.519278
21.0,1668,23552.44678
21.0,1668,23586.513561
21.0,1651,23620.502461
21.0,1674,23654.364551
21.0,1648,23688.118951
21.0,1648,23722.146581
21.0,1650,23756.190282
21.0,1672,23790.306177
21.0,1668,23824.37028
21.0,1668,23858.341802
21.0,1653,23892.1426
20.0,1720,23926.558526
21.0,1648,23960.549283
16.0,2076,24002.568933
21.0,1648,24036.524399
19.0,1797,24073.194099
21.0,1672,24107.342104
14.0,2144,24151.743253
21.0,1649,24185.554456
21.0,1651,24219.459296
21.0,1671,24253.418254
21.0,1648,24287.209276
21.0,1652,24321.159235
21.0,1653,24355.157438
19.0,1815,24391.918199
21.0,1667,24426.167344
18.0,1794,24462.806559
17.0,1903,24501.875994
20.0,1701,24535.945653
21.0,1673,24570.019058
21.0,1653,24604.233738
20.0,1719,24638.521987
21.0,1650,24672.387043
20.0,1738,24708.801897
21.0,1652,24742.998792
20.0,1780,24777.49273
21.0,1670,24811.564932
21.0,1668,24847.546611
21.0,1650,24879.751348
21.0,1655,24913.588723
21.0,1673,24947.666281
21.0,1653,24981.751843
21.0,1653,25015.83625
21.0,1651,25049.591027
21.0,1654,25083.629981
21.0,1670,25117.572903
21.0,1714,25151.862804
21.0,1653,25185.794163
20.0,1843,25224.572128
21.0,1650,25256.499277
21.0,1670,25292.527181
21.0,1653,25324.887314
21.0,1668,25358.968121
21.0,1671,25392.895444
21.0,1648,25426.734659
18.0,1948,25467.882579
19.0,2082,25510.186643
21.0,1672,25544.211296
21.0,1668,25578.252936
20.0,1841,25615.466981
21.0,1671,25649.583538
21.0,1650,25683.578562
21.0,1668,25717.60188
21.0,1672,25751.590989
21.0,1673,25785.551916
21.0,1668,25819.653527
19.0,1822,25856.331143
21.0,1670,25892.165608
21.0,1654,25924.43915
21.0,1651,25958.177624
21.0,1650,25991.855842
21.0,1668,26025.846941
21.0,1654,26060.013155
21.0,1673,26093.990787
21.0,1649,26127.814484
21.0,1650,26161.711306
21.0,1653,26195.648894
21.0,1652,26229.863299
21.0,1648,26263.849341
16.0,1997,26303.776743
21.0,1674,26337.869483
21.0,1672,26371.795406
21.0,1674,26405.892741
21.0,1667,26439.915334
20.0,1722,26476.207556
21.0,1654,26510.244546
17.0,2029,26550.200827
18.0,2024,26591.697353
21.0,1655,26625.648424
21.0,1675,26659.680046
16.0,2271,26706.483135
21.0,1671,26740.478317
21.0,1654,26774.429861
21.0,1648,26808.256196
21.0,1649,26842.149992
21.0,1675,26876.413723
21.0,1674,26910.459786
21.0,1672,26944.523521
21.0,1675,26978.515869
21.0,1650,27012.425211
20.0,1916,27051.568693
21.0,1650,27085.461187
21.0,1671,27119.775603
21.0,1669,27153.814633
21.0,1668,27187.894597
21.0,1673,27221.962716
21.0,1653,27255.960308
21.0,1648,27289.779405
19.0,1879,27326.894261
21.0,1649,27360.800595
21.0,1669,27394.733931
21.0,1671,27428.777303
21.0,1673,27462.90862
21.0,2001,27504.424351
16.0,1940,27543.706337
21.0,1653,27577.57616
21.0,1654,27611.717682
21.0,1669,27645.788725
21.0,1648,27679.755154
21.0,1721,27714.26512
20.0,1721,27748.761214
20.0,1795,27785.330508
21.0,1670,27821.136296
21.0,1668,27855.100464
21.0,1649,27887.168024
21.0,1651,27921.110863
21.0,1648,27954.905635
21.0,1654,27988.91837
21.0,1672,28023.246742
21.0,1672,28057.299855
21.0,1674,28091.256665
21.0,1673,28125.51598
21.0,1671,28159.493562
21.0,1674,28193.648763
21.0,1670,28227.667497
20.0,1707,28263.770554
21.0,1652,28297.517756
21.0,1668,28331.785176
21.0,1672,28365.972179
20.0,1723,28400.237441
21.0,1672,28434.461409
19.0,1761,28470.855701
21.0,1649,28504.772429
21.0,1674,28538.771961
21.0,1668,28573.019547
21.0,1675,28607.220061
17.0,2194,28651.797132
21.0,1655,28685.678763
21.0,1653,28719.804336
21.0,1654,28753.706425
21.0,1650,28787.589278
21.0,1651,28821.557695
21.0,1668,28855.629365
21.0,1652,28887.690606
20.0,1721,28924.009982
21.0,1649,28957.9322
21.0,1672,28991.960116
21.0,1669,29026.0969
21.0,1674,29060.231931
21.0,1652,29094.132407
21.0,1652,29128.174774
21.0,1652,29162.791749
21.0,1651,29195.489851
21.0,1654,29229.452811
21.0,1648,29263.353976
21.0,1650,29297.168641
21.0,1672,29331.196143
21.0,1670,29365.333644
21.0,1654,29399.215599
21.0,1652,29433.02977
21.0,1671,29467.242048
21.0,1652,29501.267589
21.0,1654,29535.273924
21.0,1670,29569.997115
21.0,1671,29604.547339
20.0,1728,29638.958603
21.0,1649,29674.08221
18.0,1850,29714.387088
20.0,1821,29751.2794
21.0,1655,29785.133462
21.0,1650,29819.185302
21.0,1648,29851.261915
21.0,1653,29887.028204
21.0,1672,29921.503762
21.0,1668,29955.632951
21.0,1670,29989.611502
20.0,1723,30026.462416
21.0,1649,30061.518469
21.0,1648,30095.454257
21.0,1668,30129.574078
21.0,1668,30163.474586
21.0,1671,30197.52451
19.0,1775,30234.175209
21.0,1650,30267.195326
21.0,1672,30303.709919
21.0,1669,30339.572106
21.0,1669,30373.629757
21.0,1669,30407.608538
21.0,1669,30441.501262
21.0,1650,30473.531597
21.0,1650,30507.476031
21.0,1650,30541.453014
16.0,1971,30583.055541
21.0,1652,30615.121924
21.0,1653,30649.131021
21.0,1653,30683.060305
21.0,1669,30717.319101
21.0,1653,30751.236819
20.0,2062,30793.081259
21.0,1648,30827.027398
21.0,1654,30860.890089
21.0,1668,30894.757118
21.0,1672,30929.617741
21.0,1670,30964.262428
21.0,1651,30998.127689
21.0,1669,31032.896791
21.0,1655,31067.066173
21.0,1672,31102.113612
21.0,1670,31136.572183
21.0,1669,31170.580076
21.0,1654,31204.569646
21.0,1674,31239.430546
21.0,1648,31273.333746
21.0,1672,31310.859114
21.0,1655,31345.575606
21.0,1654,31383.877314
21.0,1654,31420.256634
21.0,1675,31455.727221
21.0,1651,31491.181293
21.0,1654,31529.795375
20.0,1861,31570.833464
21.0,1652,31609.24298
21.0,1673,31647.976277
21.0,1672,31683.323001
21.0,1671,31717.349427
21.0,1671,31751.267428
21.0,1675,31785.138083
21.0,1671,31819.280001
21.0,1653,31853.270993
21.0,1672,31887.473012
21.0,1674,31925.277888
21.0,1672,31963.79761
21.0,1672,32002.283802
21.0,1653,32040.635186
21.0,1653,32079.06098
21.0,1669,32117.428484
21.0,1649,32155.994979
21.0,1673,32194.461002
21.0,1673,32233.17705
21.0,1673,32271.628076
21.0,1648,32308.064655
21.0,1651,32341.811636
21.0,1651,32376.46242
20.0,1832,32413.896033
21.0,1668,32447.903816
21.0,1672,32481.960122
21.0,1650,32516.158673
21.0,1651,32550.086494
21.0,1673,32585.274964
21.0,1668,32620.020036
21.0,1650,32653.931522
21.0,1668,32688.099915
21.0,1648,32723.421542
21.0,1669,32757.525924
21.0,1667,32792.220353
21.0,1652,32826.42786
21.0,1648,32861.619138
21.0,1649,32894.116564
21.0,1651,32928.955707
21.0,1653,32963.019442
21.0,1673,32996.899742
21.0,1672,33031.106126
19.0,1919,33070.376094
21.0,1672,33104.303628
21.0,1671,33138.591188
21.0,1672,33172.642459
21.0,1671,33206.615155
21.0,1752,33243.060882
21.0,1650,33277.140671
21.0,1649,33311.183887
17.0,2180,33355.588467
21.0,1675,33389.641495
21.0,1653,33423.73154
21.0,1674,33457.770028
21.0,1672,33491.787222
21.0,1655,33525.570158
21.0,1653,33559.547723
21.0,1654,33593.525572
21.0,1670,33627.626498
21.0,1649,33661.386057
21.0,1650,33693.517576
21.0,1673,33727.891752
21.0,1652,33761.861218
21.0,1675,33795.949942
21.0,1649,33829.88617
21.0,1649,33863.745129
21.0,1667,33897.726499
21.0,1692,33931.923275
21.0,1668,33965.909153
21.0,1675,34000.029648
21.0,1668,34034.357413
21.0,1673,34070.274091
21.0,1653,34102.359604
18.0,2056,34144.417205
21.0,1821,34183.202891
21.0,1668,34217.363813
21.0,1667,34251.581263
21.0,1695,34285.939291
21.0,1881,34325.242642
21.0,1672,34359.231969
21.0,1650,34393.078559
21.0,1648,34425.171356
21.0,1651,34459.109131
21.0,1668,34493.180055
20.0,1924,34532.469788
21.0,1673,34566.567189
20.0,1665,34600.616379
21.0,1671,34634.840717
21.0,1670,34668.933511
21.0,1648,34702.846431
21.0,1787,34739.509441
21.0,1843,34778.311997
21.0,1669,34812.166379
21.0,1654,34846.293706
21.0,1786,34881.173157
21.0,1672,34917.325738
21.0,1673,34951.461461
21.0,1674,34985.553441
21.0,1670,35019.632188
21.0,1653,35053.757247
21.0,1649,35085.735414
21.0,1674,35121.580015
21.0,1675,35155.597062
21.0,1655,35189.530289
21.0,1651,35221.94124
21.0,1668,35255.799579
21.0,1650,35289.640963
21.0,1847,35328.478674
21.0,1667,35362.500621
21.0,1673,35396.538507
21.0,1650,35430.561256
21.0,1670,35464.555343
21.0,1675,35498.58287
21.0,1673,35533.289485
21.0,1648,35567.439949
20.0,1722,35601.86797
21.0,1668,35635.939379
21.0,1671,35669.918719
21.0,1669,35703.959114
21.0,1653,35737.889174
21.0,1670,35771.963971
21.0,1672,35806.042582
21.0,1669,35840.152109
21.0,1669,35874.353714
21.0,1668,35908.452056
21.0,1675,35942.762866
21.0,1671,35976.938277
21.0,1649,36010.731461
21.0,1652,36044.647362
21.0,1670,36078.756204
21.0,1670,36113.142899
21.0,1650,36147.143938
21.0,1668,36181.168079
21.0,1668,36215.101886
21.0,1669,36248.917937
21.0,1649,36282.710731
21.0,1649,36316.780106
21.0,1654,36350.582406
21.0,1651,36384.427875
21.0,1651,36416.850949
