# {"env_id": "PongNoFrameskip-v4", "t_start": 1579667593.8696647} 
r,l,t
18.0,2680,12750.988841
21.0,3057,12821.721586
21.0,2573,12880.965415
21.0,3061,12951.641243
21.0,2288,13004.637788
21.0,2573,13063.843853
21.0,2577,13122.994826
21.0,3060,13193.745573
20.0,3075,13264.539348
21.0,3069,13335.621369
21.0,2955,13403.539666
17.0,2854,13468.739313
18.0,3283,13545.456278
20.0,2321,13598.709578
21.0,2579,13658.087351
18.0,3117,13729.153119
20.0,2617,13790.931374
17.0,3120,13862.165846
20.0,3034,13932.891659
19.0,2811,13997.627106
20.0,2689,14059.928631
21.0,2578,14119.13412
20.0,3078,14190.110139
19.0,3082,14261.117085
20.0,2314,14314.484871
15.0,3143,14385.516411
21.0,2976,14455.57154
19.0,3209,14529.372315
21.0,3057,14600.389942
21.0,2290,14651.236713
21.0,3059,14721.964671
21.0,2292,14774.939402
21.0,3056,14845.526769
21.0,2287,14898.379676
19.0,2756,14961.08597
21.0,3010,15031.535145
21.0,2574,15090.551156
21.0,2573,15149.870815
20.0,2557,15208.987752
20.0,2357,15262.678216
21.0,3009,15333.265258
18.0,3108,15404.363233
19.0,3123,15478.02883
21.0,3010,15546.306325
20.0,2280,15599.466457
21.0,2288,15652.804312
19.0,2654,15711.904111
21.0,2578,15766.26822
21.0,2293,15813.298777
21.0,2579,15865.892611
21.0,2955,15925.902519
21.0,3013,15986.294772
21.0,2579,16038.736076
21.0,3056,16101.315334
21.0,2292,16148.065224
21.0,2288,16195.133533
21.0,2287,16241.987484
21.0,3056,16304.471976
20.0,3059,16367.27044
21.0,2292,16412.225044
21.0,3009,16474.804392
19.0,2851,16532.454207
21.0,3010,16594.811081
20.0,2972,16655.310239
21.0,3014,16715.770813
21.0,2513,16767.78711
21.0,3105,16830.652673
21.0,3011,16892.809813
21.0,2578,16945.252192
21.0,3060,17007.746756
21.0,3009,17068.241494
21.0,2953,17128.335087
19.0,2634,17182.840201
19.0,1937,17222.312109
21.0,1816,17259.04897
11.0,2928,17319.258498
20.0,1746,17355.544724
20.0,1870,17392.564677
20.0,1750,17428.954413
21.0,1697,17463.033654
19.0,2049,17504.901528
18.0,2249,17551.695671
21.0,1694,17585.963108
20.0,1744,17622.433202
21.0,1696,17656.712502
21.0,1691,17690.917552
21.0,1696,17725.108885
13.0,2582,17777.342848
21.0,1786,17814.108226
20.0,1748,17850.511105
21.0,1673,17884.59553
20.0,1848,17921.594841
9.0,2512,17973.558559
21.0,1693,18007.874388
21.0,1789,18044.39202
20.0,1753,18080.750052
20.0,1788,18117.387146
21.0,1667,18151.252057
18.0,2118,18193.449277
18.0,2007,18234.946791
21.0,1787,18271.646591
21.0,1711,18306.055616
21.0,1694,18342.001204
21.0,1697,18376.169187
21.0,1695,18410.397223
20.0,1742,18446.656653
21.0,1671,18480.715195
19.0,1845,18517.570574
20.0,1853,18556.324597
21.0,1782,18591.0547
15.0,2137,18635.180985
21.0,1668,18669.052922
21.0,1693,18703.204332
21.0,1783,18739.762722
15.0,2561,18792.179517
20.0,1750,18828.450983
20.0,1824,18865.089206
17.0,1864,18903.925532
18.0,1913,18942.941751
21.0,1670,18976.928669
21.0,1653,19010.888151
21.0,1652,19043.000453
21.0,1673,19078.739923
21.0,1653,19110.691803
21.0,1648,19144.46157
21.0,1674,19178.474668
21.0,1667,19212.246697
18.0,1936,19251.462381
21.0,1693,19287.429625
19.0,1856,19324.661066
21.0,1654,19358.625221
20.0,1770,19395.162617
21.0,1648,19428.935588
20.0,2085,19470.91526
21.0,1782,19507.449165
21.0,1673,19541.555721
20.0,1741,19577.943534
20.0,1701,19612.158947
19.0,1776,19648.613203
20.0,1703,19683.027717
20.0,1722,19717.393717
21.0,1652,19751.401349
21.0,1652,19785.398749
21.0,1673,19819.355004
20.0,1723,19855.483497
21.0,1651,19889.386967
20.0,1701,19923.646174
21.0,1672,19957.814537
21.0,1650,19991.630869
14.0,2180,20036.068944
21.0,1675,20070.066811
21.0,1650,20103.947016
20.0,1707,20138.193027
21.0,1651,20172.086084
18.0,1794,20208.772008
21.0,1668,20242.721251
18.0,1993,20284.192631
21.0,1649,20316.239061
19.0,1756,20352.716609
21.0,1650,20386.710437
21.0,1669,20420.724188
21.0,1651,20454.597521
21.0,1670,20488.459192
21.0,1651,20522.356529
20.0,1703,20556.319984
19.0,1847,20593.410668
21.0,1650,20627.165105
20.0,1733,20663.403892
21.0,1648,20697.284118
21.0,1668,20731.259738
20.0,1707,20765.530605
21.0,1674,20799.60261
21.0,1669,20833.650469
20.0,1701,20867.794743
21.0,1672,20901.836307
21.0,1672,20937.667143
21.0,1648,20969.744143
21.0,1654,21003.616108
21.0,1653,21037.615174
21.0,1667,21071.503695
21.0,1648,21105.679152
19.0,1784,21142.379893
21.0,1673,21176.315586
21.0,1655,21210.408359
21.0,1670,21244.52712
21.0,1648,21278.554266
21.0,1668,21312.468267
21.0,1668,21346.542165
15.0,2145,21390.77692
20.0,1852,21428.041095
21.0,1668,21461.875209
21.0,1693,21496.014476
21.0,1670,21530.110342
21.0,1651,21563.87508
20.0,1779,21600.413169
21.0,1668,21634.449079
14.0,2176,21678.761926
21.0,1669,21712.961196
21.0,1672,21746.943707
21.0,1671,21781.093776
20.0,1701,21815.154182
21.0,1723,21851.370392
21.0,1649,21885.248718
21.0,1653,21919.105244
21.0,1672,21953.164919
21.0,1651,21987.202072
21.0,1649,22019.649498
21.0,1671,22055.757709
21.0,1672,22089.887597
20.0,1747,22124.365119
21.0,1670,22158.460996
18.0,1972,22199.877047
20.0,1704,22234.049206
21.0,1651,22267.914773
21.0,1672,22301.976447
16.0,1972,22341.768435
21.0,1672,22375.943194
19.0,2104,22419.90002
21.0,1654,22453.799832
20.0,1768,22488.369846
21.0,1654,22522.277309
20.0,1752,22558.758674
20.0,1887,22597.867283
21.0,1669,22632.108974
20.0,1702,22666.352396
20.0,1788,22702.838581
17.0,2002,22744.288456
21.0,1672,22778.297258
17.0,2128,22820.54378
21.0,1653,22854.327971
21.0,1653,22888.315581
21.0,1675,22922.51874
21.0,1669,22956.398959
21.0,1670,22990.356354
21.0,1648,23024.300423
21.0,1651,23058.061316
21.0,1673,23092.148743
21.0,1673,23126.296058
21.0,1655,23160.099391
21.0,1648,23193.876466
21.0,1668,23228.003595
20.0,1702,23262.220512
21.0,1651,23296.228333
21.0,1649,23329.851286
21.0,1672,23363.732398
21.0,1654,23397.461251
18.0,1881,23434.481708
20.0,1722,23470.704871
21.0,1668,23504.659275
21.0,1648,23538.747966
21.0,1668,23572.719528
21.0,1674,23606.861736
20.0,1795,23643.493314
21.0,1675,23677.355346
21.0,1674,23711.332981
20.0,1763,23748.015469
21.0,1673,23782.11825
21.0,1649,23816.178079
21.0,1675,23850.158412
21.0,1648,23883.94039
13.0,2107,23926.182043
21.0,1649,23960.162962
18.0,1837,23997.049606
18.0,1792,24033.720241
20.0,1727,24069.931529
20.0,1719,24104.37788
21.0,1651,24138.44616
21.0,1671,24172.409956
21.0,1667,24206.345755
21.0,1648,24240.256062
21.0,1653,24274.102276
21.0,1651,24308.002865
21.0,1673,24342.10629
21.0,1654,24376.109239
19.0,1783,24412.785123
21.0,1650,24444.981974
20.0,1740,24481.179002
21.0,1674,24515.139061
19.0,1926,24554.310497
21.0,1764,24590.904764
21.0,1649,24624.960928
21.0,1648,24658.878724
21.0,1669,24692.790335
21.0,1670,24727.117872
21.0,1648,24761.19901
21.0,1668,24795.018617
21.0,1671,24829.125888
21.0,1650,24861.348931
20.0,1793,24897.975269
21.0,1652,24931.879214
21.0,1650,24965.854675
21.0,1652,24999.807093
21.0,1672,25033.968215
21.0,1668,25067.916597
21.0,1651,25101.867908
21.0,1654,25135.831187
20.0,1723,25170.150154
19.0,1892,25209.206595
21.0,1653,25243.06625
21.0,1674,25277.109136
19.0,1914,25316.545371
21.0,1653,25350.554857
21.0,1654,25384.426881
21.0,1648,25418.255118
21.0,1653,25452.174726
21.0,1649,25486.149728
21.0,1674,25520.302025
20.0,1840,25557.284543
21.0,1669,25591.422195
21.0,1671,25625.617977
21.0,1654,25659.630641
21.0,1669,25693.755949
21.0,1652,25727.695519
21.0,1651,25761.562992
21.0,1648,25795.407799
21.0,1670,25829.506119
18.0,2041,25871.190275
21.0,1653,25903.186706
21.0,1653,25937.264073
21.0,1653,25970.995905
17.0,1918,26009.992088
20.0,1791,26046.626101
21.0,1671,26080.832986
21.0,1648,26114.680625
21.0,1651,26148.535375
21.0,1669,26182.679558
21.0,1649,26216.715166
21.0,1655,26250.745459
16.0,2262,26295.996824
21.0,1651,26329.983812
21.0,1675,26363.890399
21.0,1654,26397.838192
21.0,1671,26431.986104
21.0,1652,26465.957889
15.0,2008,26507.549188
20.0,1701,26541.970599
21.0,1650,26575.802934
20.0,1891,26614.727542
19.0,1754,26649.249847
21.0,1655,26683.17662
21.0,1649,26716.963672
21.0,1673,26751.030602
21.0,1648,26784.963981
21.0,1668,26818.925743
16.0,2077,26861.123811
21.0,1654,26894.989424
21.0,1675,26929.179519
21.0,1670,26963.062383
21.0,1652,26996.926999
19.0,1823,27033.761628
21.0,1672,27069.556671
21.0,1672,27103.678362
20.0,1861,27140.920922
18.0,1951,27180.381094
21.0,1651,27214.363209
21.0,1672,27248.497068
21.0,1651,27282.283528
21.0,1669,27316.348354
21.0,1654,27350.251146
21.0,1654,27384.09973
21.0,1673,27418.153532
21.0,1671,27452.243438
21.0,1673,27486.393125
20.0,1723,27522.474494
21.0,1652,27554.517603
21.0,1673,27590.432956
21.0,1652,27622.605145
21.0,1649,27656.519306
21.0,1651,27690.46783
21.0,1667,27724.742142
21.0,1650,27758.69912
21.0,1650,27792.601582
21.0,1653,27826.441663
21.0,1675,27860.44679
21.0,1652,27894.39404
20.0,2041,27936.2049
21.0,1672,27970.194823
21.0,1650,28004.256051
21.0,1654,28038.33895
21.0,1673,28072.455195
21.0,1655,28106.328582
21.0,1653,28138.571422
21.0,1670,28172.576613
21.0,1669,28206.636179
21.0,1652,28240.492864
21.0,1672,28274.52048
21.0,1673,28308.574503
21.0,1672,28344.72011
16.0,2063,28386.704736
9.0,2387,28434.431444
21.0,1653,28468.27241
21.0,1654,28502.249506
21.0,1649,28536.108189
20.0,1701,28570.515107
21.0,1673,28604.737554
20.0,1741,28641.145927
21.0,1677,28675.098277
20.0,1703,28709.415706
21.0,1669,28743.519393
20.0,1723,28779.697129
21.0,1649,28813.647611
21.0,1673,28847.664191
20.0,1781,28882.379505
21.0,1650,28916.436934
21.0,1673,28950.453709
21.0,1672,28984.448247
21.0,1673,29020.584854
21.0,1675,29054.665644
20.0,1727,29088.978803
21.0,1669,29123.153107
21.0,1671,29157.885572
21.0,1675,29192.600285
21.0,1653,29226.539808
21.0,1672,29260.575808
21.0,1670,29294.51139
21.0,1668,29328.513498
21.0,1670,29362.66116
21.0,1653,29396.541827
21.0,1654,29430.348438
21.0,1653,29464.466969
20.0,1727,29498.920806
21.0,1668,29533.014822
20.0,1720,29569.936995
18.0,1897,29609.521671
21.0,1668,29644.053195
21.0,1650,29678.982451
21.0,1652,29712.273228
21.0,1668,29746.368492
21.0,1672,29780.38607
21.0,1674,29816.398768
21.0,1671,29850.44922
18.0,1962,29892.002738
21.0,1673,29926.286924
21.0,1668,29960.415073
21.0,1653,29994.241185
20.0,1707,30029.182775
21.0,1674,30064.349656
21.0,1670,30098.443166
21.0,1674,30132.551908
21.0,1673,30166.490691
21.0,1653,30200.450413
20.0,1706,30236.871417
21.0,1653,30271.641984
21.0,1654,30306.145941
21.0,1672,30340.218415
20.0,1764,30376.658394
18.0,1865,30415.657297
21.0,1655,30449.354092
20.0,1707,30483.545674
21.0,1653,30517.535578
21.0,1668,30551.699879
21.0,1655,30585.746364
21.0,1668,30619.794889
20.0,1706,30654.108567
21.0,1671,30688.160605
21.0,1670,30722.384842
21.0,1652,30756.308203
21.0,1648,30790.131161
20.0,1729,30824.550389
21.0,1652,30858.410676
21.0,1674,30892.315273
21.0,1672,30927.14235
21.0,1669,30963.644869
21.0,1648,30995.668786
20.0,1704,31032.486421
18.0,1955,31072.773633
21.0,1655,31107.513202
21.0,1650,31141.433987
21.0,1655,31175.377558
21.0,1650,31209.317346
21.0,1675,31244.233778
20.0,1741,31278.710968
21.0,1673,31316.234775
21.0,1650,31351.567129
21.0,1673,31390.022312
17.0,2053,31434.215791
21.0,1649,31468.874176
18.0,1941,31512.434169
21.0,1673,31550.510415
21.0,1668,31588.634832
21.0,1652,31627.155473
21.0,1653,31664.895654
21.0,1650,31698.808624
21.0,1655,31732.673013
21.0,1648,31766.452573
21.0,1650,31800.34107
21.0,1652,31832.419514
18.0,1986,31873.97243
21.0,1673,31910.985698
21.0,1771,31951.411481
21.0,1668,31989.945027
21.0,1648,32028.26908
21.0,1673,32066.816721
21.0,1673,32105.194444
21.0,1652,32143.657941
21.0,1674,32182.263881
20.0,1723,32221.312856
21.0,1668,32259.716928
21.0,1670,32297.688568
18.0,1849,32336.329651
21.0,1650,32370.948227
21.0,1648,32403.595527
21.0,1653,32437.487092
21.0,1675,32471.572957
21.0,1670,32505.762852
20.0,1741,32542.181931
21.0,1695,32577.078599
21.0,1668,32612.328196
21.0,1648,32646.182659
21.0,1655,32680.24516
21.0,1648,32714.876154
21.0,1651,32749.502741
21.0,1672,32784.281531
21.0,1670,32818.36965
21.0,1668,32853.409559
21.0,1650,32888.071776
21.0,1671,32923.229277
21.0,1649,32957.250614
21.0,1652,32991.062016
21.0,1648,33023.163775
21.0,1673,33057.30559
21.0,1649,33091.144045
21.0,1653,33125.235133
21.0,1655,33159.275413
21.0,1668,33193.220866
21.0,1669,33227.346582
21.0,1672,33261.428844
21.0,1652,33295.587497
21.0,1654,33329.498718
21.0,1652,33363.354103
21.0,1648,33397.226408
21.0,1669,33431.462853
21.0,1668,33465.48415
21.0,1670,33499.41935
21.0,1668,33533.322275
21.0,1649,33567.242714
21.0,1654,33601.371806
21.0,1651,33635.225175
21.0,1675,33669.153982
21.0,1648,33701.191656
21.0,1669,33735.589236
21.0,1675,33771.629298
21.0,1649,33803.667568
21.0,1673,33837.704614
21.0,1673,33873.531427
21.0,1669,33907.609565
21.0,1670,33941.670676
21.0,1672,33975.658296
21.0,1674,34009.976233
21.0,1655,34044.05499
21.0,1668,34078.041452
21.0,1651,34110.201537
21.0,1648,34144.164991
21.0,1650,34178.21984
21.0,1655,34212.329546
21.0,1669,34246.506606
20.0,1797,34283.363908
21.0,1667,34317.654801
21.0,1651,34351.576881
21.0,1649,34385.389517
21.0,1648,34419.344501
21.0,1672,34453.423777
21.0,1672,34487.479862
21.0,1671,34521.534319
21.0,1667,34555.620732
20.0,1822,34592.459053
21.0,1668,34626.719486
21.0,1692,34660.916726
21.0,1670,34694.941624
20.0,1796,34731.593213
21.0,1652,34765.607839
20.0,1768,34801.913884
21.0,1649,34835.943011
21.0,1650,34869.932743
21.0,1673,34904.182616
21.0,1668,34938.366618
21.0,1864,34975.503132
21.0,1670,35009.593245
21.0,1655,35043.645092
21.0,1653,35077.673455
21.0,1650,35111.484572
21.0,1669,35145.383925
21.0,1650,35179.369539
21.0,1649,35213.519216
21.0,1673,35247.580659
21.0,1650,35281.361318
21.0,1674,35315.377611
20.0,1670,35349.49524
21.0,1672,35383.565722
21.0,1653,35417.590367
21.0,1668,35451.593805
21.0,1671,35485.587023
21.0,1669,35520.277822
21.0,1670,35554.422591
21.0,1670,35588.646273
21.0,1670,35622.684794
21.0,1671,35656.729301
20.0,1838,35693.599818
21.0,1672,35729.419713
21.0,1652,35761.55146
21.0,1654,35795.535022
21.0,1668,35829.652288
21.0,1652,35863.649516
21.0,1673,35897.896975
21.0,1651,35932.071068
21.0,1669,35966.16611
21.0,1674,36000.253773
21.0,1650,36034.062814
21.0,1668,36068.098882
21.0,1655,36102.217103
21.0,1675,36136.570154
21.0,1651,36170.564374
21.0,1672,36204.545715
21.0,1671,36238.413929
21.0,1759,36274.701624
21.0,1655,36308.789829
21.0,1652,36342.56881
21.0,1669,36376.482389
21.0,1654,36410.778878
